"k","n_units","ARI","n_stable","percentage_stable","n_reassigned","percentage_reassigned","silhouette_mean_C1","silhouette_mean_C2"
12,899,0.965229839678599,876,97.4416017797553,23,2.55839822024472,0.583695914297445,0.525093531100211
