"id","cluster_C1","cluster_C2_original","cluster_C2","changed_cluster","silhouette_C1","silhouette_C2"
61,5,5,5,FALSE,0.686674638543196,0.642173118133677
62,5,5,5,FALSE,0.752964844701732,0.637308746394169
63,5,5,5,FALSE,0.665411748884879,0.603242845513655
64,5,5,5,FALSE,0.768069296996071,0.71151616793385
65,2,2,2,FALSE,0.776172559642216,0.647574841764345
66,5,5,5,FALSE,0.776537853501786,0.70907193177836
67,5,5,5,FALSE,0.783477871856065,0.706761743931093
68,5,5,5,FALSE,0.691266537685728,0.644046069438056
69,2,2,2,FALSE,0.768361477663708,0.642487152330796
70,2,2,2,FALSE,0.771589467207874,0.707603292776447
71,5,5,5,FALSE,0.774478113688481,0.684402043490441
72,2,2,2,FALSE,0.772904722480712,0.709245103734813
73,5,5,5,FALSE,0.746994177395443,0.68128863311291
74,2,2,2,FALSE,0.774921512534446,0.645745595687612
75,2,2,2,FALSE,0.736895381235612,0.658525508831978
76,5,5,5,FALSE,0.776163554879518,0.714528512064328
77,2,2,2,FALSE,0.693849462891064,0.584798755432946
78,2,2,2,FALSE,0.746515559276632,0.705247129222556
79,3,3,3,FALSE,0.570639618615593,0.31638043094798
80,5,5,5,FALSE,0.772245495087112,0.698824906578648
81,2,2,2,FALSE,0.663624806862075,0.630301447412613
82,2,2,2,FALSE,0.662366320400979,0.559359350388485
83,2,2,2,FALSE,0.770144805635937,0.709653381291442
84,6,6,6,FALSE,0.365365976253299,0.176757290478393
85,5,5,5,FALSE,0.753677038281837,0.64257668085295
86,2,2,2,FALSE,0.657755796684324,0.55577537308783
87,2,2,2,FALSE,0.767189212622464,0.641087977296517
88,5,5,5,FALSE,0.711445039645856,0.648549520119101
89,8,8,8,FALSE,0.649067088697412,0.558680076978604
90,3,3,3,FALSE,0.569970875937916,0.4593779871765
91,3,3,3,FALSE,0.576591679433084,0.481846555325931
92,2,2,2,FALSE,0.760600816770912,0.634880492340558
93,5,5,5,FALSE,0.708856353805413,0.652407371254326
94,3,4,4,TRUE,0.161105941987804,0.0200752230108671
95,3,4,4,TRUE,0.138530581905122,0.020176451924857
96,3,3,3,FALSE,0.572258544016878,0.452550286790365
97,3,3,3,FALSE,0.53809681260784,0.269633962787602
98,2,2,2,FALSE,0.759856357403551,0.70680213714716
99,2,2,2,FALSE,0.680177617220522,0.636698011927487
100,3,3,3,FALSE,0.448165513636432,0.227604053216979
101,3,3,3,FALSE,0.572817342430077,0.389870843021989
102,8,8,8,FALSE,0.516058500674695,0.470586286681821
103,2,2,2,FALSE,0.74694171340349,0.707349285287331
104,7,7,7,FALSE,0.133026155596731,0.0894751783019815
105,5,5,5,FALSE,0.772584821070788,0.716105086392509
106,2,2,2,FALSE,0.6946437404745,0.583513512439105
107,2,2,2,FALSE,0.709347647063025,0.673454568436664
108,3,3,3,FALSE,0.551072900415581,0.401615554862728
109,2,2,2,FALSE,0.750176639492452,0.709115728039016
110,2,2,2,FALSE,0.769727301806729,0.727219813466328
111,3,3,3,FALSE,0.467640453225041,0.347959182958591
112,3,3,3,FALSE,0.518025016636968,0.369220828315069
113,2,2,2,FALSE,0.754809358955642,0.702904525978967
114,2,2,2,FALSE,0.773065089499922,0.712129644443149
115,2,2,2,FALSE,0.701317524183245,0.648807527834902
116,3,3,3,FALSE,0.43886017468263,0.225332036141425
117,3,3,3,FALSE,0.566282908020207,0.376396494384004
118,9,9,9,FALSE,-0.0127181923246195,0.224895694874566
119,2,2,2,FALSE,0.650046654175579,0.602454108750002
120,2,2,2,FALSE,0.754228586818338,0.700230412145494
121,3,3,3,FALSE,0.43702932058924,0.288421169088621
122,5,5,5,FALSE,0.691929766011874,0.625268951949969
123,7,7,7,FALSE,0.73734524624801,0.67141373177114
124,7,7,7,FALSE,0.697608490280419,0.647491212105664
125,7,7,7,FALSE,0.731713438176281,0.658038064217029
126,7,7,7,FALSE,0.676288004799702,0.609651088728881
127,7,7,7,FALSE,0.685481139468638,0.642609240427824
128,7,7,7,FALSE,0.685884703705672,0.643415081974065
129,7,7,7,FALSE,0.718236412557489,0.666106009777975
130,7,7,7,FALSE,0.711702129698798,0.660276938290656
131,7,7,7,FALSE,0.691940775956029,0.622554233110206
132,7,7,7,FALSE,0.714601591109343,0.665553328305648
133,7,7,7,FALSE,0.645601736952136,0.587605874123926
134,7,7,7,FALSE,0.65629585080607,0.616697994426847
135,7,7,7,FALSE,0.59853218123,0.541412605814135
136,10,10,10,FALSE,0.20612343968727,0.217572911313852
137,7,7,7,FALSE,0.57627833904097,0.517178268775207
138,7,7,7,FALSE,0.623040875521725,0.575548799949771
139,7,7,7,FALSE,0.591342829785927,0.555564531453336
140,10,10,10,FALSE,0.255860156432145,0.262543098957466
141,10,10,10,FALSE,0.211412191653139,0.22361937214094
142,2,4,4,TRUE,-0.0398200877706672,-0.0489146187295077
143,7,7,7,FALSE,0.628411782877845,0.579778297416316
144,10,10,10,FALSE,0.308987362345946,0.31210538521552
145,10,10,10,FALSE,0.414700278349518,0.390593826773896
146,11,11,11,FALSE,0.501289761006963,0.473824213860985
147,11,4,4,TRUE,0.0388705112179647,-0.0504150710760684
148,10,10,10,FALSE,0.309238999177986,0.309712018018055
149,10,10,10,FALSE,0.316139581899089,0.330016852388711
150,10,10,10,FALSE,0.317186370749694,0.317965801700823
151,11,11,11,FALSE,0.609788326780794,0.607210501485346
152,7,7,7,FALSE,0.603885655001182,0.558620206797143
153,2,2,2,FALSE,0.735705106534684,0.686789272472092
154,11,11,11,FALSE,0.558190837082419,0.572088503520102
155,9,9,9,FALSE,0.106646355914675,0.0857116983761628
156,4,4,4,FALSE,-0.0969690593236569,-0.0712705464590141
157,2,2,2,FALSE,0.761305250070852,0.706998399286605
158,2,2,2,FALSE,0.693109040436007,0.646314836461475
159,2,2,2,FALSE,0.77229774067351,0.713152873689853
160,11,11,11,FALSE,0.512647461591426,0.527161065228682
161,11,11,11,FALSE,0.604541652418193,0.583234373550924
162,7,7,7,FALSE,0.545804883570015,0.5027488948369
163,11,11,11,FALSE,0.54550767413461,0.551311153497659
164,11,11,11,FALSE,0.6096267186871,0.609582316478248
165,11,11,11,FALSE,0.608923638896957,0.598103928450999
166,1,1,1,FALSE,0.709413272017473,0.7021964739491
167,4,4,4,FALSE,0.687393957061337,0.573558631240549
168,2,2,2,FALSE,0.66420997644137,0.608947983949704
169,11,11,11,FALSE,0.609761275676678,0.605934031319907
170,11,11,11,FALSE,0.250775496664877,0.256339587289502
171,4,4,4,FALSE,0.71639150780002,0.601580859067741
172,5,5,5,FALSE,0.664086060573142,0.603796685164333
173,11,11,11,FALSE,0.608280675622592,0.602292598086168
174,6,6,6,FALSE,0.19254332663772,-0.0224028123134653
175,2,2,2,FALSE,0.772253156273359,0.702857260278171
176,11,11,11,FALSE,0.535647185389541,0.551342316302099
177,2,4,4,TRUE,-0.0260990552965837,-0.034062202398837
178,5,5,5,FALSE,0.630903828878359,0.583031003646001
179,11,11,11,FALSE,0.39252427253346,0.392489101775129
180,7,4,4,TRUE,0.137530313481506,-0.078783761605162
181,8,8,8,FALSE,0.757388671812783,0.685556407476667
182,8,8,8,FALSE,0.640771123623733,0.6078627081747
183,2,2,2,FALSE,0.764961069346051,0.71046731860355
184,2,2,2,FALSE,0.7680006944031,0.719840322664046
185,2,2,2,FALSE,0.680700168468978,0.625481440108759
186,2,2,2,FALSE,0.726134404600332,0.686197912664739
187,8,8,8,FALSE,0.55691923116534,0.537891901598349
188,8,8,8,FALSE,0.760492542046971,0.709570170865429
189,2,2,2,FALSE,0.642084718845091,0.594504135762353
190,8,8,8,FALSE,0.762985403439852,0.71389000794318
191,2,2,2,FALSE,0.685462942173997,0.635408308871104
192,9,9,9,FALSE,0.27793315358091,0.351786906863524
193,5,5,5,FALSE,0.719498884624671,0.643861842666982
194,2,2,2,FALSE,0.661032423840252,0.608160575128232
195,2,2,2,FALSE,0.666548541454835,0.612956174875651
196,5,5,5,FALSE,0.548892543887043,0.511370759141985
197,8,8,8,FALSE,0.592172323083962,0.564824102380947
198,2,2,2,FALSE,0.686709244172607,0.639201755783456
199,2,2,2,FALSE,0.471798911503686,0.442073307481676
200,10,10,10,FALSE,0.32566695382668,0.332035623508299
201,10,10,10,FALSE,0.42703792954272,0.414232421532735
202,5,5,5,FALSE,0.544774151023194,0.504440110194464
203,2,2,2,FALSE,0.772936565173981,0.720626645336776
204,10,10,10,FALSE,0.4653493088483,0.453761500647953
205,10,10,10,FALSE,0.326709649192085,0.339209873321577
206,2,2,2,FALSE,0.638038622335167,0.589656595569399
207,1,1,1,FALSE,0.757025819900643,0.744512134904503
208,10,10,10,FALSE,0.372421295918945,0.374447439701034
209,10,10,10,FALSE,0.460272730497342,0.44519404712906
210,2,2,2,FALSE,0.663328448964416,0.617688305483993
211,2,2,2,FALSE,0.667743923524793,0.620190129177322
212,8,8,8,FALSE,0.455931685146795,0.449163242657059
213,5,5,5,FALSE,0.633368924629137,0.582295509230932
214,10,10,10,FALSE,0.430867791755873,0.422898435298512
215,5,5,5,FALSE,0.501192646701134,0.466224191394689
216,4,4,4,FALSE,0.71507909276299,0.600970690466147
217,2,2,2,FALSE,0.773246037302203,0.72970919749539
218,8,8,8,FALSE,0.668855166140544,0.619130353185463
219,12,12,12,FALSE,0.541442459176025,0.507483606275786
220,5,11,11,TRUE,-0.00867195536649587,-0.0744356907821642
221,12,12,12,FALSE,0.224475289720783,0.198840303836618
222,12,12,12,FALSE,0.390441272135418,0.357719908681838
223,5,5,5,FALSE,0.667290257616943,0.586967099921335
224,10,10,10,FALSE,0.327583819118476,0.39467627176415
225,12,12,12,FALSE,0.228822793173602,0.204109102330537
226,10,10,10,FALSE,0.327555199631166,0.37905005516534
227,4,4,4,FALSE,0.719409166726696,0.60024939565776
228,1,1,1,FALSE,0.122265687374565,0.187959469846157
229,12,12,12,FALSE,0.375775140088108,0.347976378343893
230,2,2,2,FALSE,0.674071288417785,0.62047670058634
231,2,2,2,FALSE,0.433158378949181,0.406685781391842
232,12,12,12,FALSE,0.479939250574452,0.451533412648454
233,5,5,5,FALSE,0.790585567637698,0.732114543838084
234,12,12,12,FALSE,0.550081090359525,0.512355465138836
235,12,12,12,FALSE,0.543217788814621,0.501971674786866
236,10,10,10,FALSE,0.327636926480852,0.393083606658615
237,4,4,4,FALSE,0.706240431436141,0.571466167521917
238,5,5,5,FALSE,0.780037179910301,0.72348699879429
239,2,2,2,FALSE,0.766362897494526,0.679766291794081
240,12,12,12,FALSE,0.543034316034887,0.501429280257502
241,12,12,12,FALSE,0.197862876896608,0.163002523381266
242,2,2,2,FALSE,0.600983658993135,0.554058575656808
243,8,8,8,FALSE,0.658013914857463,0.595433241778361
244,12,12,12,FALSE,0.226849928427295,0.213987994998138
245,10,10,10,FALSE,0.327936725925788,0.393272635303677
246,5,5,5,FALSE,0.655629946828617,0.58998776081564
247,2,2,2,FALSE,0.774621150038199,0.725099424304982
248,12,12,12,FALSE,0.219293703134222,0.206665519305959
249,5,5,5,FALSE,0.792601084185872,0.711070752786734
250,4,4,4,FALSE,0.698980790571689,0.533225994572072
251,10,10,10,FALSE,0.291780031092558,0.357311275632921
252,9,9,9,FALSE,0.219766468570032,0.270228449208066
253,10,10,10,FALSE,0.318475186228395,0.369343761125018
254,4,4,4,FALSE,0.585840172165393,0.472848210727672
255,6,6,6,FALSE,-0.185836771739519,-0.240049094607364
256,2,2,2,FALSE,0.696785300941841,0.649453227749357
257,5,5,5,FALSE,0.784019022616771,0.720488123994236
258,10,10,10,FALSE,0.327745785579251,0.393399881776014
259,4,4,4,FALSE,0.699007940663672,0.587529070360907
260,10,10,10,FALSE,0.273355370544353,0.343964818722056
261,2,2,2,FALSE,0.766539166794969,0.720951106010329
262,4,4,4,FALSE,0.718525162966892,0.583521469450302
263,4,4,4,FALSE,0.728646062822168,0.591419689583936
264,12,12,12,FALSE,0.390857833455882,0.338342874260127
265,8,8,8,FALSE,0.534815640467149,0.49684883223758
266,8,8,8,FALSE,0.534610277802503,0.4962373431975
267,4,4,4,FALSE,0.669010316576985,0.553449234708937
268,5,5,5,FALSE,0.784711642817434,0.725058067168037
269,4,4,4,FALSE,0.730017929392031,0.595450529105542
270,2,2,2,FALSE,0.685527143518977,0.628848712691673
271,10,10,10,FALSE,0.327782646572523,0.394506860644027
272,5,5,5,FALSE,0.790441651144341,0.730592111741966
273,4,4,4,FALSE,0.674537468616348,0.516623912798356
274,8,8,8,FALSE,0.650002144639962,0.599958872467902
275,2,2,2,FALSE,0.750721690150395,0.705864884946679
276,4,4,4,FALSE,0.623246632804829,0.490721643491723
277,5,5,5,FALSE,0.792716013088313,0.73323593237385
278,12,12,12,FALSE,0.36942087199862,0.343018140875713
279,2,2,2,FALSE,0.634486197064057,0.599503518692579
280,4,4,4,FALSE,0.651980194204551,0.540578917089871
281,4,4,4,FALSE,0.699001460519971,0.545912241431643
282,2,2,2,FALSE,0.771859138312986,0.727125075904184
283,4,4,4,FALSE,0.729262016995447,0.59512241536834
284,5,5,5,FALSE,0.633236373891519,0.560490928890573
285,2,2,2,FALSE,0.661231951375936,0.619730594258622
286,5,5,5,FALSE,0.779980425812805,0.720529824944081
287,4,4,4,FALSE,0.719118181531615,0.597429328520071
288,4,4,4,FALSE,0.728988483530406,0.598334278976554
289,10,10,10,FALSE,0.305447014764894,0.379674886243493
290,5,5,5,FALSE,0.777422311589451,0.716746920050129
291,4,4,4,FALSE,0.713974724141369,0.540258101373522
292,4,4,4,FALSE,0.676089650774866,0.516911273910699
