"id","escenario","tipo_escenario","evidencia_retirada","pregunta","aporte_conservada","aporte_degradada","transferencia_conservada","transferencia_degradada","receptora_conservada","receptora_degradada","UREH_predicha","prob_UREH_predicha","entropia_UREH"
399,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.13959815728652,0.251223104087271,0.137668637302176,0.247492698784207,0.0827332054113043,0.141284197128522,"aporte_degradada",0.251223104087271,0.961713504707406
400,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.129152461634153,0.231028092492697,0.126186868175415,0.225294611805802,0.104660670190431,0.183677295701501,"aporte_degradada",0.231028092492697,0.975186974028764
401,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.130426441167318,0.233491119590148,0.137138013524557,0.246466826147476,0.0924355453081253,0.160042054262376,"transferencia_degradada",0.246466826147476,0.969055859043612
402,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.141973249374121,0.255814948789968,0.13678814191083,0.245790407694272,0.0812386087150484,0.13839464351576,"aporte_degradada",0.255814948789968,0.960264327833675
403,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.233894672531769,0.130635175447467,0.254403090040187,0.141242977606993,0.151702237428044,0.08812184694554,"transferencia_conservada",0.254403090040187,0.965829081631543
404,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.233810434375286,0.130591603987217,0.253177081887721,0.140608835459166,0.153012483736993,0.0887995605536169,"transferencia_conservada",0.253177081887721,0.966372673778622
405,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.233331446872987,0.130343851830855,0.24620586353177,0.13700303286126,0.160462689595243,0.0926531153078844,"transferencia_conservada",0.24620586353177,0.969197384319645
406,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.236218592886363,0.131837203217084,0.253055179090029,0.140545782287946,0.150726228023608,0.0876170144949697,"transferencia_conservada",0.253055179090029,0.965560907091656
407,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.267386002594108,0.0927605889982671,0.261053473311272,0.0908980803856684,0.211560524094619,0.0763413306160645,"aporte_conservada",0.267386002594108,0.930277059256516
408,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.241102016041883,0.134363111745801,0.251244793882284,0.139609376146009,0.147653190075833,0.0860275121081897,"transferencia_conservada",0.251244793882284,0.964458385659722
409,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.267390597281757,0.0927619403769874,0.261094131581867,0.090910038700549,0.211515271136376,0.0763280209224635,"aporte_conservada",0.267390597281757,0.930270371296201
410,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.29627525808584,0.101257428848776,0.284792983575838,0.0978802892870113,0.158931758338322,0.0608622818642122,"aporte_conservada",0.29627525808584,0.915386443631953
411,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.233091093594059,0.130219531169341,0.242707744725055,0.135193661064684,0.164201161680886,0.0945868077659754,"transferencia_conservada",0.242707744725055,0.970446044293703
412,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.255814948789968,0.141973249374121,0.245790407694272,0.13678814191083,0.13839464351576,0.0812386087150484,"aporte_conservada",0.255814948789968,0.960264327833675
413,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.296472698581342,0.101315499582748,0.284719788331215,0.0978587612738869,0.158807513087443,0.0608257391433656,"aporte_conservada",0.296472698581342,0.915330765965056
414,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.267325563711871,0.0927428128564326,0.260518651226254,0.0907407797724277,0.212155785061875,0.0765164073711397,"aporte_conservada",0.267325563711871,0.930363994141851
415,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.295514375238566,0.101033639776049,0.285075058466271,0.0979632524900798,0.159410566295162,0.0610031077338713,"aporte_conservada",0.295514375238566,0.915599405358025
416,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.270804230774421,0.0937659502277709,0.294756158874775,0.100810634963169,0.174439610350804,0.0654234148090599,"transferencia_conservada",0.294756158874775,0.920937434774453
417,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.233799341314415,0.130585866197111,0.252605980570061,0.140313438225894,0.153594678115523,0.0891006955769947,"transferencia_conservada",0.252605980570061,0.96661137689134
418,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.296472698581342,0.101315499582748,0.284719788331215,0.0978587612738869,0.158807513087443,0.0608257391433656,"aporte_conservada",0.296472698581342,0.915330765965056
419,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.233249267800927,0.130301345414273,0.245009823441228,0.136384391435118,0.161740908757844,0.0933142631506092,"transferencia_conservada",0.245009823441228,0.96963690933534
420,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.233482641916082,0.13042205616349,0.24807331980906,0.137968958521927,0.158444038274859,0.0916089853145822,"transferencia_conservada",0.24807331980906,0.968477548361136
421,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.233487741143845,0.130424693695092,0.248146300906329,0.138006707365343,0.158365957949826,0.0915685989395652,"transferencia_conservada",0.248146300906329,0.968449012136687
422,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.233894672531769,0.130635175447467,0.254403090040187,0.141242977606993,0.151702237428044,0.08812184694554,"transferencia_conservada",0.254403090040187,0.965829081631543
423,"M3","principal","Aporte acumulado de aguas arriba","Dependencia de informacion asociada con el aporte aguas arriba",0.296216546855011,0.101240160839709,0.284814749034295,0.0978866908924399,0.158968704110693,0.0608731482678509,"aporte_conservada",0.296216546855011,0.915402966931278
