"id","runoff_network_low","runoff_network_medium","runoff_network_high","runoff_TM_low","runoff_TM_medium","runoff_TM_high","MAP_runoff_network","MAP_runoff_TM","JS_runoff","H_runoff_network","H_runoff_TM","delta_H_runoff","UREH_network_aporte_conservada","UREH_network_aporte_degradada","UREH_network_transferencia_conservada","UREH_network_transferencia_degradada","UREH_network_receptora_conservada","UREH_network_receptora_degradada","UREH_TM_aporte_conservada","UREH_TM_aporte_degradada","UREH_TM_transferencia_conservada","UREH_TM_transferencia_degradada","UREH_TM_receptora_conservada","UREH_TM_receptora_degradada","MAP_UREH_network","MAP_UREH_TM","JS_UREH","H_UREH_network","H_UREH_TM","delta_H_UREH","runoff_MAP_changed","UREH_MAP_changed"
11,0.145,0.245,0.61,0.628341706460771,0.205592413991,0.166065879548229,"esc_alta","esc_baja",0.464862212884245,0.842982251726283,0.833178752394421,-0.00980349933186175,0.39497,0.21395,0.151515,0.088025,0.093515,0.058025,0.341188002039073,0.186131725192624,0.178405998980464,0.101934137403688,0.120405998980464,0.0719341374036881,"aporte_conservada","aporte_conservada",0.0709651904450574,0.883733523318399,0.928876635225926,0.0451431119075274,TRUE,FALSE
12,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,"esc_baja","esc_baja",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.39842,0.1313,0.20479,0.07435,0.13679,0.05435,0.363483227561197,0.12102447869447,0.222258386219402,0.0794877606527652,0.154258386219402,0.0594877606527652,"aporte_conservada","aporte_conservada",0.0388676150433941,0.882710526136348,0.901439480212449,0.0187289540761008,FALSE,FALSE
13,0.175,0.64,0.185,0.792452830188679,0.161006289308176,0.0465408805031446,"esc_media","esc_baja",0.544374692560613,0.821775145200831,0.565395563204837,-0.256379581995994,0.36858,0.2003,0.16471,0.09485,0.10671,0.06485,0.324737106918239,0.177622641509434,0.186631446540881,0.106188679245283,0.128631446540881,0.076188679245283,"aporte_conservada","aporte_conservada",0.0572956380288462,0.907832455050351,0.939611265505845,0.0317788104554942,TRUE,FALSE
14,0.175,0.64,0.185,0.792452830188679,0.161006289308176,0.0465408805031446,"esc_media","esc_baja",0.544374692560613,0.821775145200831,0.565395563204837,-0.256379581995994,0.36858,0.2003,0.16471,0.09485,0.10671,0.06485,0.324737106918239,0.177622641509434,0.186631446540881,0.106188679245283,0.128631446540881,0.076188679245283,"aporte_conservada","aporte_conservada",0.0572956380288462,0.907832455050351,0.939611265505845,0.0317788104554942,TRUE,FALSE
15,0.145,0.245,0.61,0.753246753246753,0.0707070707070707,0.176046176046176,"esc_alta","esc_baja",0.539333077317295,0.842982251726283,0.643132673318336,-0.199849578407946,0.101925,0.062375,0.40918,0.2213,0.128895,0.076325,0.167427128427128,0.0962554112554113,0.338623376623377,0.184805194805195,0.133949494949495,0.0789393939393939,"transferencia_conservada","transferencia_conservada",0.109878898303866,0.873816318538149,0.933700321711608,0.0598840031734588,TRUE,FALSE
16,0.145,0.245,0.61,0.595488518756199,0.241070672200177,0.163440809043623,"esc_alta","esc_baja",0.452876030459556,0.842982251726283,0.862623854197252,0.0196416024709694,0.39497,0.21395,0.151515,0.088025,0.093515,0.058025,0.34294123283667,0.187038568708623,0.177529383581665,0.101480715645689,0.119529383581665,0.0714807156456886,"aporte_conservada","aporte_conservada",0.0686825514152539,0.883733523318399,0.927648785140559,0.0439152618221602,TRUE,FALSE
17,0.145,0.245,0.61,0.753246753246753,0.0707070707070707,0.176046176046176,"esc_alta","esc_baja",0.539333077317295,0.842982251726283,0.643132673318336,-0.199849578407946,0.45962,0.1493,0.17419,0.06535,0.10619,0.04535,0.388750360750361,0.128455988455988,0.20962481962482,0.0757720057720058,0.14162481962482,0.0557720057720058,"aporte_conservada","aporte_conservada",0.0798983474230548,0.838468544093119,0.888362504869524,0.0498939607764053,TRUE,FALSE
18,0.145,0.245,0.61,0.753246753246753,0.0707070707070707,0.176046176046176,"esc_alta","esc_baja",0.539333077317295,0.842982251726283,0.643132673318336,-0.199849578407946,0.39497,0.21395,0.151515,0.088025,0.093515,0.058025,0.334522366522366,0.182683982683983,0.181738816738817,0.103658008658009,0.123738816738817,0.0736580086580087,"aporte_conservada","aporte_conservada",0.0796319629946689,0.883733523318399,0.93339723503075,0.0496637117123515,TRUE,FALSE
19,0.145,0.245,0.61,0.753246753246753,0.0707070707070707,0.176046176046176,"esc_alta","esc_baja",0.539333077317295,0.842982251726283,0.643132673318336,-0.199849578407946,0.101925,0.062375,0.40918,0.2213,0.128895,0.076325,0.167427128427128,0.0962554112554113,0.338623376623377,0.184805194805195,0.133949494949495,0.0789393939393939,"transferencia_conservada","transferencia_conservada",0.109878898303866,0.873816318538149,0.933700321711608,0.0598840031734588,TRUE,FALSE
20,0.145,0.245,0.61,0.753246753246753,0.0707070707070707,0.176046176046176,"esc_alta","esc_baja",0.539333077317295,0.842982251726283,0.643132673318336,-0.199849578407946,0.45962,0.1493,0.17419,0.06535,0.10619,0.04535,0.388750360750361,0.128455988455988,0.20962481962482,0.0757720057720058,0.14162481962482,0.0557720057720058,"aporte_conservada","aporte_conservada",0.0798983474230548,0.838468544093119,0.888362504869524,0.0498939607764053,TRUE,FALSE
21,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,"esc_baja","esc_baja",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.17691,0.06615,0.41576,0.1364,0.14733,0.05745,0.219730734360834,0.0787443336355395,0.365055303717135,0.121486854034452,0.155213961922031,0.0597688123300091,"transferencia_conservada","transferencia_conservada",0.0604666714694373,0.875662411769104,0.901125245081153,0.0254628333120489,FALSE,FALSE
22,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,"esc_baja","esc_baja",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.17691,0.06615,0.41576,0.1364,0.14733,0.05745,0.219730734360834,0.0787443336355395,0.365055303717135,0.121486854034452,0.155213961922031,0.0597688123300091,"transferencia_conservada","transferencia_conservada",0.0604666714694373,0.875662411769104,0.901125245081153,0.0254628333120489,FALSE,FALSE
23,0.175,0.64,0.185,0.792452830188679,0.161006289308176,0.0465408805031446,"esc_media","esc_baja",0.544374692560613,0.821775145200831,0.565395563204837,-0.256379581995994,0.36858,0.2003,0.16471,0.09485,0.10671,0.06485,0.324737106918239,0.177622641509434,0.186631446540881,0.106188679245283,0.128631446540881,0.076188679245283,"aporte_conservada","aporte_conservada",0.0572956380288462,0.907832455050351,0.939611265505845,0.0317788104554942,TRUE,FALSE
