"id","runoff_network_low","runoff_network_medium","runoff_network_high","runoff_TM_low","runoff_TM_medium","runoff_TM_high","MAP_runoff_network","MAP_runoff_TM","JS_runoff","H_runoff_network","H_runoff_TM","delta_H_runoff","UREH_network_aporte_conservada","UREH_network_aporte_degradada","UREH_network_transferencia_conservada","UREH_network_transferencia_degradada","UREH_network_receptora_conservada","UREH_network_receptora_degradada","UREH_TM_aporte_conservada","UREH_TM_aporte_degradada","UREH_TM_transferencia_conservada","UREH_TM_transferencia_degradada","UREH_TM_receptora_conservada","UREH_TM_receptora_degradada","MAP_UREH_network","MAP_UREH_TM","JS_UREH","H_UREH_network","H_UREH_TM","delta_H_UREH","runoff_MAP_changed","UREH_MAP_changed"
139,0.1725,0.2725,0.555,0.0306258322237017,0.870838881491345,0.0985352862849534,"esc_alta","esc_media",0.533897831305789,0.895860114045862,0.414645181005315,-0.481214933040547,0.45401,0.14765,0.176995,0.066175,0.108995,0.046175,0.432617842876165,0.141358189081225,0.187691078561917,0.0693209054593875,0.119691078561917,0.0493209054593875,"aporte_conservada","aporte_conservada",0.0243511961235255,0.843145869582998,0.859814808821469,0.0166689392384717,TRUE,FALSE
140,0.155,0.255,0.59,0.0290534208059981,0.860356138706654,0.110590440487348,"esc_alta","esc_media",0.537748388647027,0.863571156866974,0.433024154544496,-0.430547002322479,0.39323,0.21305,0.152385,0.088475,0.094385,0.058475,0.372729147141518,0.20244611059044,0.162635426429241,0.0937769447047798,0.104635426429241,0.0637769447047798,"aporte_conservada","aporte_conservada",0.02729395773646,0.885440595488613,0.904295177587536,0.0188545820989229,TRUE,FALSE
141,0.195,0.62,0.185,0.202917426900376,0.774782753030387,0.022299820069237,"esc_media","esc_media",0.242614519692283,0.844090741204695,0.551748687313174,-0.292342053891521,0.36742,0.1997,0.16529,0.09515,0.10729,0.06515,0.357524178803794,0.194581471795066,0.170237910598103,0.0977092641024671,0.112237910598103,0.0677092641024671,"aporte_conservada","aporte_conservada",0.0130101453175501,0.908804794812016,0.916806478261213,0.00800168344919616,FALSE,FALSE
142,0.185,0.64,0.175,0.0155723905723906,0.96969696969697,0.0147306397306397,"esc_media","esc_media",0.377926264157935,0.821775145200831,0.142713428475111,-0.67906171672572,0.11802,0.0707,0.40454,0.2189,0.11744,0.0704,0.107927609427609,0.065479797979798,0.424193602693603,0.229065656565657,0.107878787878788,0.0654545454545455,"transferencia_conservada","transferencia_conservada",0.0264100483721332,0.879861780602772,0.858826171187244,-0.021035609415528,FALSE,FALSE
143,0.1725,0.2725,0.555,0.0306258322237017,0.870838881491345,0.0985352862849534,"esc_alta","esc_media",0.533897831305789,0.895860114045862,0.414645181005315,-0.481214933040547,0.120725,0.049625,0.47254,0.1531,0.146735,0.057275,0.121773635153129,0.0499334221038615,0.491834886817576,0.158774966711052,0.126391478029294,0.0512916111850866,"transferencia_conservada","transferencia_conservada",0.0290601292681354,0.832271631011321,0.815417446941725,-0.0168541840695966,TRUE,FALSE
144,0.155,0.255,0.59,0.0174595885603795,0.21327293436922,0.7692674770704,"esc_alta","esc_alta",0.235257151392134,0.863571156866974,0.547974285585052,-0.315596871281922,0.39323,0.21305,0.152385,0.088475,0.094385,0.058475,0.411604857533581,0.222554236655301,0.143197571233209,0.0837228816723497,0.0851975712332094,0.0537228816723497,"aporte_conservada","aporte_conservada",0.0248727519665456,0.885440595488613,0.866550911385775,-0.0188896841028385,FALSE,FALSE
145,0.59,0.255,0.155,0.956282392408548,0.0295497985154571,0.0141678090759953,"esc_baja","esc_baja",0.393551913552584,0.863571156866974,0.188530502808725,-0.675040654058249,0.153835,0.089225,0.35756,0.1946,0.128605,0.076175,0.18978570167634,0.107820190522245,0.315071242480608,0.172623056455487,0.135143055843052,0.0795567530222681,"transferencia_conservada","transferencia_conservada",0.0593398457187072,0.920735393412878,0.945737470679011,0.0250020772661336,FALSE,FALSE
146,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,"esc_baja","esc_baja",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.089225,0.153835,0.1946,0.35756,0.076175,0.128605,0.108116500453309,0.190358567543064,0.172230281051677,0.314311876699909,0.0796532184950136,0.135329555757026,"transferencia_degradada","transferencia_degradada",0.0603376093250653,0.920735393412878,0.946105609084125,0.0253702156712471,FALSE,FALSE
147,0.185,0.64,0.175,0.311128142626949,0.663828384786073,0.0250434725869787,"esc_media","esc_media",0.239687438395824,0.821775145200831,0.662279241416147,-0.159495903784683,0.11802,0.0707,0.40454,0.2189,0.11744,0.0704,0.133341887703522,0.078625114329408,0.389909135455274,0.211332311442383,0.116748976841204,0.0700425742282089,"transferencia_conservada","transferencia_conservada",0.025201188240009,0.879861780602772,0.893695027736059,0.0138332471332877,FALSE,FALSE
148,0.155,0.255,0.59,0.014052583862194,0.0231187669990934,0.962828649138713,"esc_alta","esc_alta",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.39323,0.21305,0.152385,0.088475,0.094385,0.058475,0.423029011786038,0.228463281958296,0.137485494106981,0.0807683590208522,0.079485494106981,0.0507683590208522,"aporte_conservada","aporte_conservada",0.0405812408125766,0.885440595488613,0.853827266990514,-0.0316133284980998,FALSE,FALSE
149,0.175,0.64,0.185,0.0825453931381286,0.899181868358275,0.0182727385035966,"esc_media","esc_media",0.292181246279299,0.821775145200831,0.340967994436623,-0.480807150764207,0.36858,0.2003,0.16471,0.09485,0.10671,0.06485,0.364272186031197,0.198071820360964,0.166863906984401,0.095964089819518,0.108863906984401,0.065964089819518,"aporte_conservada","aporte_conservada",0.00567493882520104,0.907832455050351,0.911406939819389,0.00357448476903743,FALSE,FALSE
150,0.155,0.255,0.59,0.014052583862194,0.0231187669990934,0.962828649138713,"esc_alta","esc_alta",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.39323,0.21305,0.152385,0.088475,0.094385,0.058475,0.423029011786038,0.228463281958296,0.137485494106981,0.0807683590208522,0.079485494106981,0.0507683590208522,"aporte_conservada","aporte_conservada",0.0405812408125766,0.885440595488613,0.853827266990514,-0.0316133284980998,FALSE,FALSE
151,0.175,0.64,0.185,0.271117765541783,0.703100642937888,0.0257815915203295,"esc_media","esc_media",0.239794643316549,0.821775145200831,0.633386170014466,-0.188388975186364,0.0701,0.11686,0.2195,0.4057,0.0704,0.11744,0.0768135755765753,0.129839579448046,0.213732934067493,0.394550339197153,0.0694534903559317,0.115610081354801,"transferencia_degradada","transferencia_degradada",0.0211735537291897,0.878679781883175,0.889403368706767,0.0107235868235923,FALSE,FALSE
152,0.18,0.28,0.54,0.0249301981246919,0.480255452096143,0.494814349779165,"esc_alta","esc_alta",0.260197103612313,0.908268214242105,0.721281951201356,-0.18698626304075,0.45248,0.1472,0.17776,0.0664,0.10976,0.0464,0.459952122312504,0.149397683033089,0.174023938843748,0.0653011584834553,0.106023938843748,0.0453011584834553,"aporte_conservada","aporte_conservada",0.00858150515412062,0.844399235781562,0.838187599751876,-0.00621163602968655,FALSE,FALSE
153,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,"esc_baja","esc_baja",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.153835,0.089225,0.35756,0.1946,0.128605,0.076175,0.190358567543064,0.108116500453309,0.314311876699909,0.172230281051677,0.135329555757026,0.0796532184950136,"transferencia_conservada","transferencia_conservada",0.0603376093250653,0.920735393412878,0.946105609084125,0.0253702156712471,FALSE,FALSE
154,0.145,0.245,0.61,0.0280735721200387,0.853823814133592,0.11810261374637,"esc_alta","esc_media",0.539649333999364,0.842982251726283,0.443765212253567,-0.399217039472716,0.062375,0.101925,0.2213,0.40918,0.076325,0.128895,0.0644917715392062,0.106017424975799,0.228315585672798,0.422743465634076,0.0671926427879961,0.111239109390126,"transferencia_degradada","transferencia_degradada",0.0289724140429909,0.873816318538149,0.860401964033812,-0.0134143545043375,TRUE,FALSE
155,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,"esc_baja","esc_baja",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.089225,0.153835,0.1946,0.35756,0.076175,0.128605,0.108116500453309,0.190358567543064,0.172230281051677,0.314311876699909,0.0796532184950136,0.135329555757026,"transferencia_degradada","transferencia_degradada",0.0603376093250653,0.920735393412878,0.946105609084125,0.0253702156712471,FALSE,FALSE
156,0.185,0.64,0.175,0.0155723905723906,0.96969696969697,0.0147306397306397,"esc_media","esc_media",0.377926264157935,0.821775145200831,0.142713428475111,-0.67906171672572,0.11802,0.0707,0.40454,0.2189,0.11744,0.0704,0.107927609427609,0.065479797979798,0.424193602693603,0.229065656565657,0.107878787878788,0.0654545454545455,"transferencia_conservada","transferencia_conservada",0.0264100483721332,0.879861780602772,0.858826171187244,-0.021035609415528,FALSE,FALSE
157,0.145,0.245,0.61,0.0280735721200387,0.853823814133592,0.11810261374637,"esc_alta","esc_media",0.539649333999364,0.842982251726283,0.443765212253567,-0.399217039472716,0.101925,0.062375,0.40918,0.2213,0.128895,0.076325,0.106017424975799,0.0644917715392062,0.422743465634076,0.228315585672798,0.111239109390126,0.0671926427879961,"transferencia_conservada","transferencia_conservada",0.0289724140429909,0.873816318538149,0.860401964033812,-0.0134143545043375,TRUE,FALSE
158,0.185,0.62,0.195,0.226247706771634,0.748805518200705,0.0249467750276607,"esc_media","esc_media",0.244423819841873,0.844090741204695,0.587033851242766,-0.257056889961929,0.11744,0.0704,0.40454,0.2189,0.11802,0.0707,0.12596009401333,0.0748069451793086,0.39975526601449,0.216425137593702,0.11428463997218,0.0687679172269894,"transferencia_conservada","transferencia_conservada",0.0142301012938903,0.879861780602772,0.884430582967658,0.00456880236488666,FALSE,FALSE
159,0.175,0.64,0.185,0.0647227853708025,0.917714163024026,0.0175630516051719,"esc_media","esc_media",0.308474627574071,0.821775145200831,0.297630393362338,-0.524144751838493,0.11686,0.0701,0.4057,0.2195,0.11744,0.0704,0.11212155383071,0.0676490795676085,0.418492156896987,0.226116632877752,0.109386289272303,0.0662342875546396,"transferencia_conservada","transferencia_conservada",0.0175248147587474,0.878679781883175,0.865137859014505,-0.0135419228686701,FALSE,FALSE
160,0.145,0.245,0.61,0.0144433172016674,0.113379692084724,0.872176990713609,"esc_alta","esc_alta",0.281840791783227,0.842982251726283,0.388958343506962,-0.45402390821932,0.062375,0.101925,0.2213,0.40918,0.076325,0.128895,0.0525672944133709,0.0829634358658504,0.2291334009679,0.424324575204607,0.0782993046187292,0.132711988929543,"transferencia_degradada","transferencia_degradada",0.0343858441028399,0.873816318538149,0.854026314406894,-0.0197900041312548,FALSE,FALSE
161,0.175,0.64,0.185,0.137171235842541,0.842380853233034,0.020447910924425,"esc_media","esc_media",0.257593860171675,0.821775145200831,0.451953492828698,-0.369821652372133,0.2003,0.36858,0.09485,0.16471,0.06485,0.10671,0.196498300252457,0.361230047154749,0.0967508498737717,0.168384976422625,0.0667508498737717,0.110384976422625,"aporte_degradada","aporte_degradada",0.00967484839844786,0.907832455050351,0.913871271475845,0.00603881642549409,FALSE,FALSE
162,0.18,0.28,0.54,0.0191572579925383,0.119668729995471,0.861174012011991,"esc_alta","esc_alta",0.323642661762133,0.908268214242105,0.417379604825851,-0.490888609416255,0.45248,0.1472,0.17776,0.0664,0.10976,0.0464,0.485257139273323,0.156840335080389,0.161371430363339,0.0615798324598055,0.0933714303633386,0.0415798324598055,"aporte_conservada","aporte_conservada",0.0380463075708052,0.844399235781562,0.815430896339358,-0.0289683394422047,FALSE,FALSE
163,0.145,0.245,0.61,0.0194324436687466,0.384406858401922,0.596160697929332,"esc_alta","esc_alta",0.224528733894443,0.842982251726283,0.684913481816105,-0.158068769910178,0.21395,0.39497,0.088025,0.151515,0.058025,0.093515,0.217301847627818,0.401450238747114,0.0863490761860913,0.148274880626443,0.0563490761860912,0.090274880626443,"aporte_degradada","aporte_degradada",0.00873585764737433,0.883733523318399,0.877226568326062,-0.00650695499233656,FALSE,FALSE
164,0.175,0.64,0.185,0.223950284064825,0.752146308801378,0.023903407133797,"esc_media","esc_media",0.237254164039151,0.821775145200831,0.581262749183237,-0.240512396017594,0.0701,0.11686,0.2195,0.4057,0.0704,0.11744,0.0747192116759102,0.12579047590676,0.21656298295611,0.40002176704848,0.0687178053679793,0.11418775704476,"transferencia_degradada","transferencia_degradada",0.014734171907878,0.878679781883175,0.884169266400855,0.00548948451767983,FALSE,FALSE
165,0.59,0.255,0.155,0.923027174605797,0.0622196681201036,0.0147531572740997,"esc_baja","esc_baja",0.347431773071901,0.863571156866974,0.281195019368328,-0.582376137498646,0.089225,0.153835,0.1946,0.35756,0.076175,0.128605,0.106314925498149,0.186875522629755,0.174618369523652,0.318928847745728,0.0790667049781985,0.134195629624517,"transferencia_degradada","transferencia_degradada",0.0542724753703654,0.920735393412878,0.943818668882156,0.0230832754692779,FALSE,FALSE
166,0.175,0.64,0.185,0.115219319509141,0.865206883367317,0.0195737971235428,"esc_media","esc_media",0.269077471795909,0.821775145200831,0.41074057664639,-0.41103456855444,0.42868,0.1402,0.18966,0.0699,0.12166,0.0499,0.421496104477779,0.138087089552288,0.19325194776111,0.070956455223856,0.12525194776111,0.050956455223856,"aporte_conservada","aporte_conservada",0.00809505125944866,0.862684373854597,0.867762015380515,0.00507764152591783,FALSE,FALSE
167,0.18,0.28,0.54,0.03125,0.875,0.09375,"esc_alta","esc_media",0.53206383982363,0.908268214242105,0.406933418590992,-0.501334795651113,0.107,0.065,0.40512,0.2192,0.12788,0.0758,0.107,0.065,0.422375,0.228125,0.110625,0.066875,"transferencia_conservada","transferencia_conservada",0.0290885438537469,0.878522229300612,0.860839475059823,-0.0176827542407899,TRUE,FALSE
168,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,"esc_baja","esc_baja",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.34277,0.18695,0.177615,0.101525,0.119615,0.071525,0.312970988213962,0.171536718041704,0.192514505893019,0.109231640979148,0.134514505893019,0.0792316409791478,"aporte_conservada","aporte_conservada",0.0387700708866424,0.927769419019908,0.946419676621854,0.0186502576019465,FALSE,FALSE
169,0.59,0.255,0.155,0.714784520196724,0.266796898857925,0.0184185809453509,"esc_baja","esc_baja",0.220838849657594,0.863571156866974,0.60629883826222,-0.257272318604755,0.18695,0.34277,0.101525,0.177615,0.071525,0.119615,0.179109021822459,0.32761077552342,0.105445489088771,0.18519461223829,0.0754454890887706,0.12719461223829,"aporte_degradada","aporte_degradada",0.0197439366902714,0.927769419019908,0.937838393599537,0.0100689745796297,FALSE,FALSE
170,0.145,0.245,0.61,0.0127528583992964,0.0215479331574318,0.965699208443272,"esc_alta","esc_alta",0.394224041935883,0.842982251726283,0.156582359929188,-0.686399891797095,0.071975,0.120485,0.101975,0.178485,0.18605,0.34103,0.0792941952506596,0.134635444151275,0.10929419525066,0.192635444151275,0.171411609498681,0.312729111697449,"receptora_degradada","receptora_degradada",0.0368157900309134,0.928986494653445,0.946552043807644,0.0175655491541987,FALSE,FALSE
171,0.63,0.235,0.135,0.968403074295474,0.020068317677199,0.0115286080273271,"esc_baja","esc_baja",0.383427959903019,0.820796482214274,0.146533027381825,-0.674263454832449,0.157895,0.091325,0.35292,0.1922,0.129185,0.076475,0.190916737830914,0.108405209222886,0.313665243381725,0.171895815542272,0.135418018787361,0.079698975234842,"transferencia_conservada","transferencia_conservada",0.0545570979642289,0.923978951296294,0.94639690599231,0.0224179546960163,FALSE,FALSE
172,0.54,0.28,0.18,0.954813359528487,0.0275049115913556,0.0176817288801572,"esc_baja","esc_baja",0.429976594528833,0.908268214242105,0.195096679720355,-0.71317153452175,0.1892,0.34712,0.1004,0.17544,0.0704,0.11744,0.17188605108055,0.313646365422397,0.109056974459725,0.192176817288802,0.079056974459725,0.134176817288802,"aporte_degradada","aporte_degradada",0.0435684519592026,0.924656908219664,0.946048456170975,0.0213915479513115,FALSE,FALSE
173,0.59,0.255,0.155,0.9287630168171,0.0565847864534861,0.0146521967294143,"esc_baja","esc_baja",0.354431693953511,0.863571156866974,0.266725709873387,-0.596845446993587,0.089225,0.153835,0.1946,0.35756,0.076175,0.128605,0.106574552805828,0.187377468757935,0.174274218990974,0.318263490049216,0.0791512282031977,0.134359041192849,"transferencia_degradada","transferencia_degradada",0.0551463085136098,0.920735393412878,0.944155426993415,0.0234200335805375,FALSE,FALSE
174,0.59,0.255,0.155,0.819928675683195,0.163503458718449,0.016567865598356,"esc_baja","esc_baja",0.259521109903302,0.863571156866974,0.47952482332591,-0.384046333541064,0.089225,0.153835,0.1946,0.35756,0.076175,0.128605,0.101648272421768,0.177853326682086,0.180804279459008,0.330888273620749,0.0775474481192233,0.131258399697165,"transferencia_degradada","transferencia_degradada",0.0385947127455988,0.920735393412878,0.937351979041321,0.016616585628443,FALSE,FALSE
175,0.175,0.64,0.185,0.0147306397306397,0.96969696969697,0.0155723905723906,"esc_media","esc_media",0.377926264157935,0.821775145200831,0.142713428475111,-0.67906171672572,0.11686,0.0701,0.4057,0.2195,0.11744,0.0704,0.107829966329966,0.0654292929292929,0.424291245791246,0.229116161616162,0.107878787878788,0.0654545454545455,"transferencia_conservada","transferencia_conservada",0.0249974790800678,0.878679781883175,0.858716238328341,-0.0199635435548342,FALSE,FALSE
176,0.145,0.245,0.61,0.0167707553356275,0.239814443015195,0.743414801649177,"esc_alta","esc_alta",0.216308362773704,0.842982251726283,0.574736654487749,-0.268245597238533,0.062375,0.101925,0.2213,0.40918,0.076325,0.128895,0.0546034619653656,0.0869000264663735,0.228993754679862,0.424054592381067,0.0764027833547721,0.129045381152559,"transferencia_degradada","transferencia_degradada",0.027590818703651,0.873816318538149,0.855655491685207,-0.0181608268529425,FALSE,FALSE
177,0.155,0.255,0.59,0.0259149515374639,0.685189661568332,0.288895386894204,"esc_alta","esc_media",0.385384411729207,0.863571156866974,0.648478879768158,-0.215092277098816,0.119615,0.071525,0.177615,0.101525,0.34277,0.18695,0.114626432625345,0.0689447065303511,0.172626432625345,0.0989447065303511,0.352747134749309,0.192110586939298,"receptora_conservada","receptora_conservada",0.0130378724843951,0.927769419019908,0.920482248721259,-0.00728717029864834,TRUE,FALSE
178,0.1275,0.2275,0.645,0.0261941448382126,0.841294298921418,0.13251155624037,"esc_alta","esc_media",0.542372074994677,0.803083415349579,0.462956055042096,-0.340127360307484,0.0610625,0.0993875,0.22235,0.41121,0.0765875,0.1294025,0.064191063174114,0.105436055469954,0.228428351309707,0.422961479198767,0.0673805855161787,0.111602465331279,"transferencia_degradada","transferencia_degradada",0.0294787736321842,0.871372882028022,0.860138243279736,-0.011234638748286,TRUE,FALSE
179,0.59,0.255,0.155,0.815826979293179,0.167532958299973,0.016640062406848,"esc_baja","esc_baja",0.257150325167075,0.863571156866974,0.485640818908304,-0.37793033795867,0.18695,0.34277,0.101525,0.177615,0.071525,0.119615,0.17602439249341,0.321647158820593,0.106987803753295,0.188176420589704,0.076987803753295,0.130176420589704,"aporte_degradada","aporte_degradada",0.0274971476242625,0.927769419019908,0.941469352261526,0.013699933241618,FALSE,FALSE
180,0.61,0.245,0.145,0.965699208443272,0.0215479331574318,0.0127528583992964,"esc_baja","esc_baja",0.394224041935883,0.842982251726282,0.156582359929188,-0.686399891797095,0.155865,0.090275,0.35524,0.1934,0.128895,0.076325,0.190645998240985,0.108265171503958,0.31397889182058,0.172058047493404,0.135375109938434,0.0796767810026385,"transferencia_conservada","transferencia_conservada",0.0574563291917433,0.922374528809363,0.94625592447414,0.0238813956647774,FALSE,FALSE
181,0.61,0.245,0.145,0.965699208443272,0.0215479331574318,0.0127528583992964,"esc_baja","esc_baja",0.394224041935883,0.842982251726283,0.156582359929188,-0.686399891797095,0.058025,0.093515,0.088025,0.151515,0.21395,0.39497,0.0507058047493404,0.0793645558487247,0.0807058047493404,0.137364555848725,0.228588390501319,0.423270888302551,"receptora_degradada","receptora_degradada",0.0385808999366997,0.883733523318399,0.853549573152347,-0.0301839501660521,FALSE,FALSE
182,0.155,0.255,0.59,0.014052583862194,0.0231187669990934,0.962828649138713,"esc_alta","esc_alta",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.063125,0.103375,0.2207,0.40802,0.076175,0.128605,0.0511899365367181,0.0803005439709882,0.229156844968268,0.424369900271985,0.0796532184950136,0.135329555757026,"transferencia_degradada","transferencia_degradada",0.0419702989744719,0.875185242956966,0.852923305832386,-0.0222619371245808,FALSE,FALSE
183,0.59,0.255,0.155,0.891315565694745,0.0933730989658313,0.0153113353394239,"esc_baja","esc_baja",0.313667396615825,0.863571156866974,0.353120231116262,-0.510450925750712,0.34277,0.18695,0.177615,0.101525,0.119615,0.071525,0.317191754639391,0.17371987308934,0.190404122680304,0.10814006345533,0.132404122680304,0.0781400634553298,"aporte_conservada","aporte_conservada",0.0332866795087614,0.927769419019908,0.944060616457703,0.0162911974377952,FALSE,FALSE
184,0.175,0.64,0.185,0.0147306397306397,0.96969696969697,0.0155723905723906,"esc_media","esc_media",0.377926264157935,0.821775145200831,0.142713428475111,-0.67906171672572,0.11686,0.0701,0.4057,0.2195,0.11744,0.0704,0.107829966329966,0.0654292929292929,0.424291245791246,0.229116161616162,0.107878787878788,0.0654545454545455,"transferencia_conservada","transferencia_conservada",0.0249974790800678,0.878679781883175,0.858716238328341,-0.0199635435548342,FALSE,FALSE
185,0.185,0.62,0.195,0.0160311958405546,0.967071057192374,0.0168977469670711,"esc_media","esc_media",0.388859957917814,0.844090741204695,0.152550356698301,-0.691540384506394,0.36858,0.2003,0.16471,0.09485,0.10671,0.06485,0.368050259965338,0.200025996533795,0.164974870017331,0.0949870017331022,0.106974870017331,0.0649870017331022,"aporte_conservada","aporte_conservada",0.000698575799792154,0.907832455050351,0.90827739396938,0.000444938919028748,FALSE,FALSE
186,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,"esc_baja","esc_baja",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.153835,0.089225,0.35756,0.1946,0.128605,0.076175,0.190358567543064,0.108116500453309,0.314311876699909,0.172230281051677,0.135329555757026,0.0796532184950136,"transferencia_conservada","transferencia_conservada",0.0603376093250653,0.920735393412878,0.946105609084125,0.0253702156712471,FALSE,FALSE
187,0.155,0.255,0.59,0.014052583862194,0.0231187669990934,0.962828649138713,"esc_alta","esc_alta",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.063125,0.103375,0.2207,0.40802,0.076175,0.128605,0.0511899365367181,0.0803005439709882,0.229156844968268,0.424369900271985,0.0796532184950136,0.135329555757026,"transferencia_degradada","transferencia_degradada",0.0419702989744719,0.875185242956966,0.852923305832386,-0.0222619371245808,FALSE,FALSE
188,0.185,0.64,0.175,0.0799724914331841,0.903049754809493,0.0169777537573231,"esc_media","esc_media",0.293741023040898,0.821775145200831,0.330695362598118,-0.491079782602713,0.1997,0.36742,0.09515,0.16529,0.06515,0.10729,0.198110157869724,0.3643463052148,0.0959449210651379,0.1668268473926,0.0659449210651379,0.1088268473926,"aporte_degradada","aporte_degradada",0.00404797993944061,0.908804794812016,0.91134628018125,0.00254148536923371,FALSE,FALSE
189,0.145,0.245,0.61,0.0203543087479346,0.434485861567654,0.545159829684412,"esc_alta","esc_alta",0.242503159460522,0.842982251726283,0.702876269090718,-0.140105982635564,0.39497,0.21395,0.151515,0.088025,0.093515,0.058025,0.398438720214316,0.215744165628094,0.149780639892842,0.0871279171859528,0.0917806398928422,0.0571279171859528,"aporte_conservada","aporte_conservada",0.00466961645955884,0.883733523318399,0.880279882465125,-0.00345364085327393,FALSE,FALSE
190,0.61,0.245,0.145,0.885161098177635,0.100630278571358,0.0142086232510071,"esc_baja","esc_baja",0.293018937710712,0.842982251726283,0.363637470597001,-0.479344781129282,0.090275,0.155865,0.1934,0.35524,0.076325,0.128895,0.104619120069228,0.183596965467175,0.176890334109342,0.323321312611394,0.0784905458214296,0.133081721921431,"transferencia_degradada","transferencia_degradada",0.0451829961425332,0.922374528809363,0.941525508545822,0.0191509797364592,FALSE,FALSE
191,0.185,0.62,0.195,0.0160311958405546,0.967071057192374,0.0168977469670711,"esc_media","esc_media",0.388859957917814,0.844090741204695,0.152550356698301,-0.691540384506394,0.36858,0.2003,0.16471,0.09485,0.10671,0.06485,0.368050259965338,0.200025996533795,0.164974870017331,0.0949870017331022,0.106974870017331,0.0649870017331022,"aporte_conservada","aporte_conservada",0.000698575799792154,0.907832455050351,0.90827739396938,0.000444938919028748,FALSE,FALSE
192,0.155,0.255,0.59,0.014052583862194,0.0231187669990934,0.962828649138713,"esc_alta","esc_alta",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.063125,0.103375,0.2207,0.40802,0.076175,0.128605,0.0511899365367181,0.0803005439709882,0.229156844968268,0.424369900271985,0.0796532184950136,0.135329555757026,"transferencia_degradada","transferencia_degradada",0.0419702989744719,0.875185242956966,0.852923305832386,-0.0222619371245808,FALSE,FALSE
193,0.135,0.235,0.63,0.0175904326117191,0.343442360801541,0.63896720658674,"esc_alta","esc_alta",0.210602955191501,0.820796482214274,0.659301179295862,-0.161495302918413,0.072425,0.121355,0.102425,0.179355,0.18515,0.33929,0.0743206516096253,0.125019926445276,0.104320651609625,0.183019926445276,0.181358696780749,0.331960147109449,"receptora_degradada","receptora_degradada",0.00954715657535755,0.930187634168388,0.935072841457887,0.00488520728949904,FALSE,FALSE
194,0.145,0.245,0.61,0.0270751065015229,0.799583596124063,0.173341297374414,"esc_alta","esc_media",0.486705697750784,0.842982251726283,0.528244101195944,-0.314738150530339,0.39497,0.21395,0.151515,0.088025,0.093515,0.058025,0.376483439070628,0.204387985726187,0.160758280464686,0.0928060071369066,0.102758280464686,0.0628060071369066,"aporte_conservada","aporte_conservada",0.0246622931373233,0.883733523318399,0.901014279367023,0.0172807560486243,TRUE,FALSE
195,0.145,0.245,0.61,0.0280735721200387,0.853823814133592,0.11810261374637,"esc_alta","esc_media",0.539649333999364,0.842982251726283,0.443765212253567,-0.399217039472716,0.39497,0.21395,0.151515,0.088025,0.093515,0.058025,0.373221684414327,0.20270087124879,0.162389157792836,0.093649564375605,0.104389157792836,0.063649564375605,"aporte_conservada","aporte_conservada",0.0289790644950852,0.883733523318399,0.90386909935513,0.0201355760367312,TRUE,FALSE
196,0.205,0.56,0.235,0.0194866920152091,0.958174904942966,0.0223384030418251,"esc_media","esc_media",0.42007322295266,0.901037653371437,0.184410187343607,-0.716627466027829,0.2009,0.36974,0.09455,0.16413,0.06455,0.10613,0.200085551330798,0.368165399239544,0.0949572243346008,0.164917300380228,0.0649572243346008,0.106917300380228,"aporte_degradada","aporte_degradada",0.00207719261642016,0.9068528712146,0.908180814712863,0.00132794349826315,FALSE,FALSE
197,0.155,0.255,0.59,0.014052583862194,0.0231187669990934,0.962828649138713,"esc_alta","esc_alta",0.404754508247882,0.863571156866974,0.1670255104958,-0.696545646371175,0.063125,0.103375,0.2207,0.40802,0.076175,0.128605,0.0511899365367181,0.0803005439709882,0.229156844968268,0.424369900271985,0.0796532184950136,0.135329555757026,"transferencia_degradada","transferencia_degradada",0.0419702989744719,0.875185242956966,0.852923305832386,-0.0222619371245808,FALSE,FALSE
198,0.145,0.245,0.61,0.0127528583992964,0.0215479331574318,0.965699208443272,"esc_alta","esc_alta",0.394224041935883,0.842982251726283,0.156582359929188,-0.686399891797095,0.39497,0.21395,0.151515,0.088025,0.093515,0.058025,0.42327088830255,0.228588390501319,0.137364555848725,0.0807058047493404,0.0793645558487247,0.0507058047493404,"aporte_conservada","aporte_conservada",0.0385808999367002,0.883733523318399,0.853549573152347,-0.0301839501660521,FALSE,FALSE
