"id","UREH_predicha","prob_UREH_predicha","UREH_segunda","prob_UREH_segunda","margen_clasificacion","entropia_UREH"
182,"transferencia_degradada",0.424369900271985,"transferencia_conservada",0.229156844968268,0.195213055303717,0.852923305832386
183,"aporte_conservada",0.317191754639391,"transferencia_conservada",0.190404122680304,0.126787631959087,0.944060616457703
184,"transferencia_conservada",0.424291245791246,"transferencia_degradada",0.229116161616162,0.195175084175084,0.858716238328341
185,"aporte_conservada",0.368050259965338,"aporte_degradada",0.200025996533795,0.168024263431542,0.90827739396938
186,"transferencia_conservada",0.314311876699909,"aporte_conservada",0.190358567543064,0.123953309156845,0.946105609084125
187,"transferencia_degradada",0.424369900271985,"transferencia_conservada",0.229156844968268,0.195213055303717,0.852923305832386
188,"aporte_degradada",0.3643463052148,"aporte_conservada",0.198110157869724,0.166236147345076,0.91134628018125
189,"aporte_conservada",0.398438720214316,"aporte_degradada",0.215744165628094,0.182694554586221,0.880279882465125
190,"transferencia_degradada",0.323321312611394,"aporte_degradada",0.183596965467175,0.139724347144219,0.941525508545822
191,"aporte_conservada",0.368050259965338,"aporte_degradada",0.200025996533795,0.168024263431542,0.90827739396938
192,"transferencia_degradada",0.424369900271985,"transferencia_conservada",0.229156844968268,0.195213055303717,0.852923305832386
193,"receptora_degradada",0.331960147109449,"transferencia_degradada",0.183019926445276,0.148940220664173,0.935072841457887
194,"aporte_conservada",0.376483439070628,"aporte_degradada",0.204387985726187,0.172095453344441,0.901014279367023
195,"aporte_conservada",0.373221684414327,"aporte_degradada",0.20270087124879,0.170520813165537,0.90386909935513
196,"aporte_degradada",0.368165399239544,"aporte_conservada",0.200085551330798,0.168079847908745,0.908180814712863
197,"transferencia_degradada",0.424369900271985,"transferencia_conservada",0.229156844968268,0.195213055303717,0.852923305832386
198,"aporte_conservada",0.42327088830255,"aporte_degradada",0.228588390501319,0.194682497801231,0.853549573152347
199,"transferencia_conservada",0.424520668425682,"transferencia_degradada",0.229234828496042,0.195285839929639,0.852698679496852
200,"transferencia_conservada",0.424291245791246,"transferencia_degradada",0.229116161616162,0.195175084175084,0.858716238328341
201,"transferencia_conservada",0.393285074999784,"transferencia_degradada",0.213078487068854,0.18020658793093,0.890590520761366
202,"transferencia_degradada",0.424733623926405,"transferencia_conservada",0.229344977892968,0.195388646033437,0.85254547365393
203,"transferencia_conservada",0.401576140099681,"transferencia_degradada",0.217366969017077,0.184209171082605,0.882649192360744
204,"transferencia_conservada",0.424143546898306,"transferencia_degradada",0.229039765637055,0.195103781261251,0.855143916723042
205,"aporte_conservada",0.368048821548822,"aporte_degradada",0.200025252525252,0.168023569023569,0.908278600067441
206,"aporte_conservada",0.392696252875077,"aporte_degradada",0.212773923900902,0.179922328974175,0.885960857072728
207,"aporte_conservada",0.43412197483059,"transferencia_conservada",0.186939012584705,0.247182962245886,0.858702533740505
208,"aporte_conservada",0.387228776958888,"aporte_degradada",0.209945919116666,0.177282857842222,0.891199075212382
209,"aporte_conservada",0.373221684414327,"aporte_degradada",0.20270087124879,0.170520813165537,0.90386909935513
210,"transferencia_conservada",0.422743465634076,"transferencia_degradada",0.228315585672798,0.194427879961278,0.860401964033812
211,"transferencia_conservada",0.422743465634076,"transferencia_degradada",0.228315585672798,0.194427879961278,0.860401964033812
212,"transferencia_degradada",0.424153597137262,"transferencia_conservada",0.229044964036515,0.195108633100747,0.854403734867909
213,"transferencia_degradada",0.422961479198767,"transferencia_conservada",0.228428351309707,0.19453312788906,0.860138243279736
214,"aporte_conservada",0.354613464053948,"aporte_degradada",0.193075929683077,0.161537534370872,0.919060603896303
215,"receptora_degradada",0.312338905139992,"transferencia_degradada",0.192830547430004,0.119508357709987,0.946764939956144
216,"transferencia_conservada",0.313665243381725,"aporte_conservada",0.190916737830914,0.122748505550811,0.94639690599231
217,"transferencia_conservada",0.424291245791246,"transferencia_degradada",0.229116161616162,0.195175084175084,0.858716238328341
218,"transferencia_degradada",0.324118491611545,"aporte_degradada",0.182995478869164,0.141123012742381,0.941099747233236
219,"transferencia_conservada",0.385751287566892,"transferencia_degradada",0.209181700465634,0.176569587101258,0.897447396172018
220,"transferencia_degradada",0.39870808853371,"transferencia_conservada",0.21588349406916,0.18282459446455,0.885461434701356
221,"aporte_degradada",0.377621079922325,"aporte_conservada",0.204976420649479,0.172644659272847,0.900004980558678
222,"transferencia_conservada",0.397084945169737,"transferencia_degradada",0.21504393715676,0.182041008012976,0.887001193426067
223,"aporte_degradada",0.313646365422397,"transferencia_degradada",0.192176817288802,0.121469548133595,0.946048456170975
224,"aporte_conservada",0.421810423030712,"aporte_degradada",0.227832977429678,0.193977445601033,0.855221023795598
225,"aporte_degradada",0.374166409861325,"aporte_conservada",0.203189522342065,0.17097688751926,0.903048172031271
226,"transferencia_conservada",0.424082414949688,"transferencia_degradada",0.229008145663632,0.195074269286056,0.853350412594473
227,"transferencia_conservada",0.372401761024962,"transferencia_degradada",0.202276772943946,0.170124988081016,0.90876126222358
228,"aporte_conservada",0.491976042165788,"aporte_degradada",0.158816482989938,0.33315955917585,0.808931273188405
229,"transferencia_conservada",0.422743465634076,"transferencia_degradada",0.228315585672798,0.194427879961278,0.860401964033812
230,"transferencia_conservada",0.422743465634076,"transferencia_degradada",0.228315585672798,0.194427879961278,0.860401964033812
231,"receptora_conservada",0.312729111697449,"transferencia_conservada",0.192635444151275,0.120093667546174,0.946552043807644
232,"transferencia_conservada",0.424520668425682,"transferencia_degradada",0.229234828496042,0.195285839929639,0.852698679496852
233,"transferencia_degradada",0.319700272148792,"aporte_degradada",0.186194461482971,0.133505810665821,0.943451790891822
234,"transferencia_conservada",0.421493176952127,"transferencia_degradada",0.22766888463041,0.193824292321716,0.861842261886613
235,"receptora_conservada",0.387352815460756,"receptora_degradada",0.21001007696246,0.177342738498296,0.891082072465711
236,"aporte_conservada",0.422567800670819,"aporte_degradada",0.228224724484907,0.194343076185913,0.854355811718715
237,"receptora_conservada",0.423498719043553,"receptora_degradada",0.228706233988044,0.194792485055508,0.853287686945143
238,"transferencia_degradada",0.315241650294695,"aporte_degradada",0.189555992141454,0.125685658153242,0.945682388037966
239,"receptora_conservada",0.362778315585673,"receptora_degradada",0.19729912875121,0.165479186834463,0.912623260399107
240,"receptora_conservada",0.386674365891958,"receptora_degradada",0.209659154771703,0.177015211120256,0.891721000924335
241,"aporte_degradada",0.313646365422397,"transferencia_degradada",0.192176817288802,0.121469548133595,0.946048456170975
242,"aporte_conservada",0.414339877984884,"aporte_degradada",0.223968902405975,0.19037097557891,0.863574217623577
243,"aporte_degradada",0.312729111697449,"transferencia_degradada",0.192635444151275,0.120093667546174,0.946552043807644
244,"receptora_degradada",0.369175901613099,"receptora_conservada",0.200608224972293,0.168567676640806,0.907330140140023
245,"aporte_conservada",0.422567800670819,"aporte_degradada",0.228224724484907,0.194343076185913,0.854355811718715
246,"aporte_degradada",0.367577331018276,"aporte_conservada",0.199781378112901,0.167795952905375,0.908673340474157
247,"aporte_conservada",0.367726327528693,"aporte_degradada",0.199858445273462,0.167867882255231,0.908548727124449
248,"receptora_degradada",0.385782355383778,"receptora_conservada",0.209197770026092,0.176584585357686,0.892557187529027
249,"receptora_degradada",0.391737352458349,"receptora_conservada",0.212277940926732,0.179459411531617,0.886891545432477
250,"aporte_conservada",0.371938748335553,"aporte_degradada",0.202037283621838,0.169901464713715,0.904976183840472
251,"transferencia_conservada",0.422684788083106,"transferencia_degradada",0.228285235215399,0.194399552867706,0.860281999518938
252,"receptora_degradada",0.422567800670819,"receptora_conservada",0.228224724484906,0.194343076185913,0.854355811718715
253,"transferencia_conservada",0.423527723872023,"transferencia_degradada",0.228721236485529,0.194806487386494,0.856965008712213
254,"transferencia_conservada",0.313665243381725,"aporte_conservada",0.190916737830914,0.122748505550811,0.94639690599231
255,"receptora_degradada",0.382336511535424,"receptora_conservada",0.207415437001081,0.174921074534342,0.89574627508794
256,"transferencia_conservada",0.424198293036464,"transferencia_degradada",0.229068082605068,0.195130210431396,0.854816791709467
257,"transferencia_degradada",0.41925127478823,"transferencia_conservada",0.226509280062878,0.192741994725353,0.864313310836181
258,"aporte_conservada",0.422567800670819,"aporte_degradada",0.228224724484907,0.194343076185913,0.854355811718715
259,"transferencia_conservada",0.313665243381725,"aporte_conservada",0.190916737830914,0.122748505550811,0.94639690599231
