"id","UREH","probabilidad"
80,"receptora_conservada",0.222943162633652
80,"receptora_degradada",0.412356781091728
81,"aporte_conservada",0.174593710691824
81,"aporte_degradada",0.0999622641509434
81,"transferencia_conservada",0.334075471698113
81,"transferencia_degradada",0.182452830188679
81,"receptora_conservada",0.131330817610063
81,"receptora_degradada",0.0775849056603774
82,"aporte_conservada",0.079485494106981
82,"aporte_degradada",0.0507683590208522
82,"transferencia_conservada",0.137485494106981
82,"transferencia_degradada",0.0807683590208522
82,"receptora_conservada",0.423029011786038
82,"receptora_degradada",0.228463281958296
83,"aporte_conservada",0.334522366522366
83,"aporte_degradada",0.182683982683983
83,"transferencia_conservada",0.181738816738817
83,"transferencia_degradada",0.103658008658009
83,"receptora_conservada",0.123738816738817
83,"receptora_degradada",0.0736580086580087
84,"aporte_conservada",0.171536718041704
84,"aporte_degradada",0.312970988213962
84,"transferencia_conservada",0.109231640979148
84,"transferencia_degradada",0.192514505893019
84,"receptora_conservada",0.0792316409791478
84,"receptora_degradada",0.134514505893019
85,"aporte_conservada",0.0509430255402751
85,"aporte_degradada",0.0798231827111984
85,"transferencia_conservada",0.0809430255402751
85,"transferencia_degradada",0.137823182711198
85,"receptora_conservada",0.22811394891945
85,"receptora_degradada",0.422353634577603
86,"aporte_conservada",0.079485494106981
86,"aporte_degradada",0.0507683590208522
86,"transferencia_conservada",0.137485494106981
86,"transferencia_degradada",0.0807683590208522
86,"receptora_conservada",0.423029011786038
86,"receptora_degradada",0.228463281958296
87,"aporte_conservada",0.0902611832611833
87,"aporte_degradada",0.0563419913419913
87,"transferencia_conservada",0.148261183261183
87,"transferencia_degradada",0.0863419913419913
87,"receptora_conservada",0.401477633477633
87,"receptora_degradada",0.217316017316017
88,"aporte_conservada",0.177056837366348
88,"aporte_degradada",0.323643218908272
88,"transferencia_conservada",0.106471581316826
88,"transferencia_degradada",0.187178390545864
88,"receptora_conservada",0.0764715813168261
88,"receptora_degradada",0.129178390545864
89,"aporte_conservada",0.0535826296743064
89,"aporte_degradada",0.0849264173703257
89,"transferencia_conservada",0.0835826296743064
89,"transferencia_degradada",0.142926417370326
89,"receptora_conservada",0.222834740651387
89,"receptora_degradada",0.412147165259349
90,"aporte_conservada",0.377277987421384
90,"aporte_degradada",0.125081761006289
90,"transferencia_conservada",0.215361006289308
90,"transferencia_degradada",0.0774591194968553
90,"receptora_conservada",0.147361006289308
90,"receptora_degradada",0.0574591194968554
91,"aporte_conservada",0.363483227561197
91,"aporte_degradada",0.12102447869447
91,"transferencia_conservada",0.222258386219402
91,"transferencia_degradada",0.0794877606527652
91,"receptora_conservada",0.154258386219402
91,"receptora_degradada",0.0594877606527652
92,"aporte_conservada",0.0853685534591195
92,"aporte_degradada",0.053811320754717
92,"transferencia_conservada",0.14336855345912
92,"transferencia_degradada",0.083811320754717
92,"receptora_conservada",0.411262893081761
92,"receptora_degradada",0.222377358490566
93,"aporte_conservada",0.191736305865216
93,"aporte_degradada",0.352023524672751
93,"transferencia_conservada",0.099131847067392
93,"transferencia_degradada",0.172988237663625
93,"receptora_conservada",0.069131847067392
93,"receptora_degradada",0.114988237663625
94,"aporte_conservada",0.089466268146883
94,"aporte_degradada",0.0404312553373185
94,"transferencia_conservada",0.157466268146883
94,"transferencia_degradada",0.0604312553373185
94,"receptora_conservada",0.493067463706234
94,"receptora_degradada",0.159137489325363
95,"aporte_conservada",0.0942352376380221
95,"aporte_degradada",0.0418338934229477
95,"transferencia_conservada",0.162235237638022
95,"transferencia_degradada",0.0618338934229477
95,"receptora_conservada",0.483529524723956
95,"receptora_degradada",0.156332213154105
96,"aporte_conservada",0.363483227561197
96,"aporte_degradada",0.12102447869447
96,"transferencia_conservada",0.222258386219402
96,"transferencia_degradada",0.0794877606527652
96,"receptora_conservada",0.154258386219402
96,"receptora_degradada",0.0594877606527652
97,"aporte_conservada",0.10237518037518
97,"aporte_degradada",0.0442279942279942
97,"transferencia_conservada",0.17037518037518
97,"transferencia_degradada",0.0642279942279942
97,"receptora_conservada",0.467249639249639
97,"receptora_degradada",0.151544011544012
98,"aporte_conservada",0.370337476139699
98,"aporte_degradada",0.201209039382603
98,"transferencia_conservada",0.16383126193015
98,"transferencia_degradada",0.0943954803086985
98,"receptora_conservada",0.10583126193015
98,"receptora_degradada",0.0643954803086985
99,"aporte_conservada",0.324132689987937
99,"aporte_degradada",0.177310012062726
99,"transferencia_conservada",0.186933655006031
99,"transferencia_degradada",0.106344993968637
99,"receptora_conservada",0.128933655006031
99,"receptora_degradada",0.0763449939686369
100,"aporte_conservada",0.0962846803377563
100,"aporte_degradada",0.0424366706875754
100,"transferencia_conservada",0.164284680337756
100,"transferencia_degradada",0.0624366706875754
100,"receptora_conservada",0.479430639324487
100,"receptora_degradada",0.155126658624849
101,"aporte_conservada",0.363483227561197
101,"aporte_degradada",0.12102447869447
101,"transferencia_conservada",0.222258386219402
101,"transferencia_degradada",0.0794877606527652
101,"receptora_conservada",0.154258386219402
101,"receptora_degradada",0.0594877606527652
102,"aporte_conservada",0.0507058047493404
102,"aporte_degradada",0.0793645558487247
102,"transferencia_conservada",0.0807058047493404
102,"transferencia_degradada",0.137364555848725
102,"receptora_conservada",0.228588390501319
102,"receptora_degradada",0.423270888302551
103,"aporte_conservada",0.167427128427128
103,"aporte_degradada",0.0962554112554113
103,"transferencia_conservada",0.338623376623377
103,"transferencia_degradada",0.184805194805195
103,"receptora_conservada",0.133949494949495
103,"receptora_degradada",0.0789393939393939
104,"aporte_conservada",0.312729111697449
104,"aporte_degradada",0.171411609498681
104,"transferencia_conservada",0.192635444151275
104,"transferencia_degradada",0.10929419525066
104,"receptora_conservada",0.134635444151275
104,"receptora_degradada",0.0792941952506596
105,"aporte_conservada",0.17188605108055
105,"aporte_degradada",0.313646365422397
105,"transferencia_conservada",0.109056974459725
105,"transferencia_degradada",0.192176817288802
105,"receptora_conservada",0.079056974459725
105,"receptora_degradada",0.134176817288802
106,"aporte_conservada",0.0850663449939686
106,"aporte_degradada",0.0536550060313631
106,"transferencia_conservada",0.143066344993969
106,"transferencia_degradada",0.0836550060313631
106,"receptora_conservada",0.411867310012063
106,"receptora_degradada",0.222689987937274
107,"aporte_conservada",0.312970988213962
107,"aporte_degradada",0.171536718041704
107,"transferencia_conservada",0.192514505893019
107,"transferencia_degradada",0.109231640979148
107,"receptora_conservada",0.134514505893019
107,"receptora_degradada",0.0792316409791478
108,"aporte_conservada",0.377277987421384
108,"aporte_degradada",0.125081761006289
108,"transferencia_conservada",0.215361006289308
108,"transferencia_degradada",0.0774591194968553
108,"receptora_conservada",0.147361006289308
108,"receptora_degradada",0.0574591194968554
109,"aporte_conservada",0.312970988213962
109,"aporte_degradada",0.171536718041704
109,"transferencia_conservada",0.192514505893019
109,"transferencia_degradada",0.109231640979148
109,"receptora_conservada",0.134514505893019
109,"receptora_degradada",0.0792316409791478
110,"aporte_conservada",0.334522366522366
110,"aporte_degradada",0.182683982683983
110,"transferencia_conservada",0.181738816738817
110,"transferencia_degradada",0.103658008658009
110,"receptora_conservada",0.123738816738817
110,"receptora_degradada",0.0736580086580087
111,"aporte_conservada",0.377277987421384
111,"aporte_degradada",0.125081761006289
111,"transferencia_conservada",0.215361006289308
111,"transferencia_degradada",0.0774591194968553
111,"receptora_conservada",0.147361006289308
111,"receptora_degradada",0.0574591194968554
112,"aporte_conservada",0.388750360750361
112,"aporte_degradada",0.128455988455988
112,"transferencia_conservada",0.20962481962482
112,"transferencia_degradada",0.0757720057720058
112,"receptora_conservada",0.14162481962482
112,"receptora_degradada",0.0557720057720058
113,"aporte_conservada",0.312970988213962
113,"aporte_degradada",0.171536718041704
113,"transferencia_conservada",0.192514505893019
113,"transferencia_degradada",0.109231640979148
113,"receptora_conservada",0.134514505893019
113,"receptora_degradada",0.0792316409791478
114,"aporte_conservada",0.334522366522366
114,"aporte_degradada",0.182683982683983
114,"transferencia_conservada",0.181738816738817
114,"transferencia_degradada",0.103658008658009
114,"receptora_conservada",0.123738816738817
114,"receptora_degradada",0.0736580086580087
115,"aporte_conservada",0.373221684414327
115,"aporte_degradada",0.20270087124879
115,"transferencia_conservada",0.162389157792836
115,"transferencia_degradada",0.093649564375605
115,"receptora_conservada",0.104389157792836
115,"receptora_degradada",0.063649564375605
116,"aporte_conservada",0.10237518037518
116,"aporte_degradada",0.0442279942279942
116,"transferencia_conservada",0.17037518037518
116,"transferencia_degradada",0.0642279942279942
116,"receptora_conservada",0.467249639249639
116,"receptora_degradada",0.151544011544012
117,"aporte_conservada",0.377277987421384
117,"aporte_degradada",0.125081761006289
117,"transferencia_conservada",0.215361006289308
117,"transferencia_degradada",0.0774591194968553
117,"receptora_conservada",0.147361006289308
117,"receptora_degradada",0.0574591194968554
118,"aporte_conservada",0.0507058047493404
118,"aporte_degradada",0.0793645558487247
118,"transferencia_conservada",0.0807058047493404
118,"transferencia_degradada",0.137364555848725
118,"receptora_conservada",0.228588390501319
118,"receptora_degradada",0.423270888302551
119,"aporte_conservada",0.334522366522366
119,"aporte_degradada",0.182683982683983
119,"transferencia_conservada",0.181738816738817
