"id","escenario","tipo_escenario","evidencia_retirada","pregunta","UREH_M0","UREH_escenario","MAP_estable","distancia_JS","entropia_M0","entropia_escenario","delta_entropia"
394,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","transferencia_degradada","transferencia_conservada",FALSE,0.162295101659217,0.852486696354246,0.872347136094731,0.019860439740485
395,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","transferencia_degradada","transferencia_conservada",FALSE,0.160450679821003,0.858716238328341,0.878868914303892,0.020152675975551
396,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","receptora_degradada","receptora_conservada",FALSE,0.163498076745987,0.897023419813431,0.913146184851281,0.0161227650378499
397,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","aporte_degradada","aporte_conservada",FALSE,0.170742947287317,0.908180814712863,0.926601362702393,0.01842054798953
398,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","receptora_degradada","receptora_conservada",FALSE,0.161832101282876,0.946676444656115,0.966141317817196,0.019464873161081
399,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","transferencia_degradada","transferencia_conservada",FALSE,0.162140395226134,0.855373056952563,0.875426518479542,0.020053461526979
400,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","receptora_degradada","receptora_conservada",FALSE,0.167663978165503,0.854355811718715,0.873007762380239,0.018651950661524
401,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","receptora_degradada","receptora_conservada",FALSE,0.167076803314816,0.896367463582827,0.916738957786688,0.020371494203861
402,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","transferencia_degradada","transferencia_conservada",FALSE,0.160361059828712,0.852698679496851,0.872895457184357,0.0201967776875061
403,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","aporte_conservada","aporte_conservada",TRUE,0.0693850798245859,0.908278600067441,0.926427962424532,0.018149362357091
404,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","transferencia_conservada","transferencia_conservada",TRUE,0.070281471535002,0.863776599736203,0.88290818681258,0.019131587076377
405,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","aporte_conservada","aporte_conservada",TRUE,0.0746410317805745,0.919961702557467,0.939730161561282,0.019768459003815
406,"Sin cobertura","diagnostico","Cobertura","Distinguir el efecto de cobertura dentro de M1","aporte_conservada","aporte_conservada",TRUE,0.074022393333015,0.90386909935513,0.922486171492082,0.018617072136952
