"id","USyV","Suelos","Grad_Pend","P_sum","Esc_sum","Agua_D","Agua_D_log","P_cat","Esc_cat","Agua_D_cat","cobertura","suelo","pendiente","precipitacion","escorrentia","aporte","p_inf_baja","p_inf_media","p_inf_alta","p_esc_modelo_baja","p_esc_modelo_media","p_esc_modelo_alta","p_esc_final_baja","p_esc_final_media","p_esc_final_alta","p_func_aporte","p_func_transferencia","p_func_recepcion","aporte_conservada","aporte_degradada","transferencia_conservada","transferencia_degradada","receptora_conservada","receptora_degradada","UREH_predicha","prob_UREH_predicha","UREH_segunda","prob_UREH_segunda","margen_clasificacion","entropia_UREH"
1,"Bosque de Encino","Regosol","6°-15°",2268578.31634521,278925.294158936,338717.52,12.7329247169685,"Alta","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_bajo",0.2,0.7,0.1,0.145,0.245,0.61,0.715475507532229,0.111496354851809,0.173028137615962,0.545755263008373,0.277122368495813,0.177122368495813,0.391113578845694,0.129151052601675,0.208443210577153,0.0754244736991627,0.140443210577153,0.0554244736991627,"aporte_conservada",0.391113578845694,"transferencia_conservada",0.208443210577153,0.182670368268541,0.887014373852601
2,"Sec Bosque Tropical","Regosol","6°-15°",4092205.940979,413981.697758675,7421601.08,15.8199055055842,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio",0.2,0.7,0.1,0.145,0.245,0.61,0.146348589421171,0.726098260033993,0.127553150544836,0.165574630885934,0.670730282115766,0.1636950869983,0.116033285913842,0.0696723892657801,0.409023563627144,0.22121908463473,0.114943150459014,0.0691085260994901,"transferencia_conservada",0.409023563627144,"transferencia_degradada",0.22121908463473,0.187804478992414,0.875250667248321
3,"Sec Bosque Tropical","Regosol","3°-6°",2706951.65356445,396294.627174377,396294.63,12.889915752118,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_bajo",0.2,0.7,0.1,0.145,0.245,0.61,0.203251638884401,0.664648482316832,0.132099878798767,0.592884823991436,0.253557588004282,0.153557588004282,0.363873197915033,0.197865447197431,0.167063401042483,0.0960672764012845,0.109063401042483,0.0660672764012845,"aporte_conservada",0.363873197915033,"aporte_degradada",0.197865447197431,0.166007750717602,0.911732968665579
4,"Sec Bosque Tropical","Regosol","6°-15°",922186.728210449,59932.2142925262,8002933.25,15.8953188136463,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio",0.25,0.6,0.15,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,0.293721668177697,0.507434270172258,0.198844061650045,0.190358567543064,0.108116500453309,0.314311876699909,0.172230281051677,0.135329555757026,0.0796532184950136,"transferencia_conservada",0.314311876699909,"aporte_conservada",0.190358567543064,0.123953309156845,0.946105609084125
5,"Sec Bosque Tropical","Regosol","6°-15°",2225870.81646729,278576.94707489,674871.58,13.4222791816649,"Alta","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_bajo",0.2,0.7,0.1,0.145,0.245,0.61,0.717468617269771,0.109343989530561,0.173187393199667,0.54557187759299,0.277214061203505,0.177214061203505,0.336431689003934,0.183671563277897,0.180784155498033,0.103164218361052,0.122784155498033,0.0731642183610516,"aporte_conservada",0.336431689003934,"aporte_degradada",0.183671563277897,0.152760125726037,0.932126200645696
6,"Sec Bosque Tropical","Regosol","3°-6°",436600.036865234,43854.02394104,482008.72,13.0857195588045,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo",0.25,0.6,0.15,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,0.505122393472348,0.297438803263826,0.197438803263826,0.312970988213962,0.171536718041704,0.192514505893019,0.109231640979148,0.134514505893019,0.0792316409791478,"aporte_conservada",0.312970988213962,"transferencia_conservada",0.192514505893019,0.120456482320943,0.946419676621854
7,"Bosque Tropical","Regosol","6°-15°",1073298.37036133,136303.726791382,521399.96,13.1642746216766,"Media","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo",0.2,0.7,0.1,0.175,0.64,0.185,0.792452830188679,0.161006289308176,0.0465408805031446,0.525408805031446,0.287295597484277,0.187295597484277,0.377277987421384,0.125081761006289,0.215361006289308,0.0774591194968553,0.147361006289308,0.0574591194968554,"aporte_conservada",0.377277987421384,"transferencia_conservada",0.215361006289308,0.161916981132075,0.894602776782792
8,"Sec Bosque Tropical","Regosol","6°-15°",2807930.83642578,421037.319404602,421037.32,12.9504791299,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_bajo",0.2,0.7,0.1,0.145,0.245,0.61,0.12472731372581,0.749447142000327,0.125825544273864,0.600109823054805,0.249945088472597,0.149945088472597,0.368063697371787,0.200032946916442,0.164968151314106,0.0949835265417792,0.106968151314106,0.0649835265417792,"aporte_conservada",0.368063697371787,"aporte_degradada",0.200032946916442,0.168030750455345,0.908266126298862
9,"Sec Bosque Tropical","Regosol","6°-15°",1146969.68591309,154605.357170105,154605.36,11.948637552711,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo",0.2,0.7,0.1,0.175,0.64,0.185,0.792452830188679,0.161006289308176,0.0465408805031446,0.525408805031446,0.287295597484277,0.187295597484277,0.324737106918239,0.177622641509434,0.186631446540881,0.106188679245283,0.128631446540881,0.076188679245283,"aporte_conservada",0.324737106918239,"transferencia_conservada",0.186631446540881,0.138105660377358,0.939611265505845
10,"Sec Bosque Tropical","Regosol","3°-6°",373653.499389648,28717.4929504395,28717.49,10.2652964451783,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo",0.25,0.6,0.15,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,0.505122393472348,0.297438803263826,0.197438803263826,0.312970988213962,0.171536718041704,0.192514505893019,0.109231640979148,0.134514505893019,0.0792316409791478,"aporte_conservada",0.312970988213962,"transferencia_conservada",0.192514505893019,0.120456482320943,0.946419676621854
11,"Sec Bosque Tropical","Regosol","6°-15°",2703739.38366699,294807.232063293,294807.23,12.5940803561397,"Alta","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_bajo",0.2,0.7,0.1,0.145,0.245,0.61,0.628341706460771,0.205592413991,0.166065879548229,0.553772417308746,0.273113791345627,0.173113791345627,0.341188002039073,0.186131725192624,0.178405998980464,0.101934137403688,0.120405998980464,0.0719341374036881,"aporte_conservada",0.341188002039073,"aporte_degradada",0.186131725192624,0.155056276846449,0.928876635225926
12,"Bosque Tropical","Regosol","3°-6°",319076.258056641,21462.1640281677,524279.98,13.1697830409619,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo",0.25,0.6,0.15,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,0.505122393472348,0.297438803263826,0.197438803263826,0.363483227561197,0.12102447869447,0.222258386219402,0.0794877606527652,0.154258386219402,0.0594877606527652,"aporte_conservada",0.363483227561197,"transferencia_conservada",0.222258386219402,0.141224841341795,0.901439480212449
13,"Sec Bosque Tropical","Regosol","6°-15°",1956679.44165039,208010.589378357,208010.59,12.2453490782849,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo",0.2,0.7,0.1,0.175,0.64,0.185,0.792452830188679,0.161006289308176,0.0465408805031446,0.525408805031446,0.287295597484277,0.187295597484277,0.324737106918239,0.177622641509434,0.186631446540881,0.106188679245283,0.128631446540881,0.076188679245283,"aporte_conservada",0.324737106918239,"transferencia_conservada",0.186631446540881,0.138105660377358,0.939611265505845
14,"Sec Bosque Tropical","Regosol","6°-15°",1144198.02026367,70712.2665040493,70712.27,11.166388528756,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo",0.2,0.7,0.1,0.175,0.64,0.185,0.792452830188679,0.161006289308176,0.0465408805031446,0.525408805031446,0.287295597484277,0.187295597484277,0.324737106918239,0.177622641509434,0.186631446540881,0.106188679245283,0.128631446540881,0.076188679245283,"aporte_conservada",0.324737106918239,"transferencia_conservada",0.186631446540881,0.138105660377358,0.939611265505845
15,"Sec Bosque Tropical","Regosol","6°-15°",3275233.85925293,203189.773427486,1635799.76,14.3076430038874,"Alta","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_medio",0.2,0.7,0.1,0.145,0.245,0.61,0.753246753246753,0.0707070707070707,0.176046176046176,0.254184704184704,0.549350649350649,0.196464646464646,0.167427128427128,0.0962554112554113,0.338623376623377,0.184805194805195,0.133949494949495,0.0789393939393939,"transferencia_conservada",0.338623376623377,"transferencia_degradada",0.184805194805195,0.153818181818182,0.933700321711608
16,"Sec Bosque Tropical","Regosol","6°-15°",3976692.14709473,301146.667434692,557998.9,13.232114062152,"Alta","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_bajo",0.2,0.7,0.1,0.145,0.245,0.61,0.595488518756199,0.241070672200177,0.163440809043623,0.556795229028742,0.271602385485629,0.171602385485629,0.34294123283667,0.187038568708623,0.177529383581665,0.101480715645689,0.119529383581665,0.0714807156456886,"aporte_conservada",0.34294123283667,"aporte_degradada",0.187038568708623,0.155902664128048,0.927648785140559
17,"Bosque Tropical","Regosol","3°-6°",2988549.7243042,262889.444847107,787169.42,13.5762000477947,"Alta","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_bajo",0.2,0.7,0.1,0.145,0.245,0.61,0.753246753246753,0.0707070707070707,0.176046176046176,0.542279942279942,0.278860028860029,0.178860028860029,0.388750360750361,0.128455988455988,0.20962481962482,0.0757720057720058,0.14162481962482,0.0557720057720058,"aporte_conservada",0.388750360750361,"transferencia_conservada",0.20962481962482,0.179125541125541,0.888362504869524
18,"Sec Bosque Tropical","Regosol","6°-15°",2376167.4085083,128049.631569862,915219.05,13.7269198071474,"Alta","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_bajo",0.2,0.7,0.1,0.145,0.245,0.61,0.753246753246753,0.0707070707070707,0.176046176046176,0.542279942279942,0.278860028860029,0.178860028860029,0.334522366522366,0.182683982683983,0.181738816738817,0.103658008658009,0.123738816738817,0.0736580086580087,"aporte_conservada",0.334522366522366,"aporte_degradada",0.182683982683983,0.151838383838384,0.93339723503075
19,"Sec Bosque Tropical","Regosol","15°-35°",2076849.65985107,10333.0123278894,2672462.9,14.7985114138387,"Alta","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_baja","aporte_medio",0.3,0.5,0.2,0.145,0.245,0.61,0.753246753246753,0.0707070707070707,0.176046176046176,0.254184704184704,0.549350649350649,0.196464646464646,0.167427128427128,0.0962554112554113,0.338623376623377,0.184805194805195,0.133949494949495,0.0789393939393939,"transferencia_conservada",0.338623376623377,"transferencia_degradada",0.184805194805195,0.153818181818182,0.933700321711608
20,"Bosque Tropical","Regosol","6°-15°",2257313.97039795,152417.655210495,152417.66,11.9343863556843,"Alta","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_bajo",0.2,0.7,0.1,0.145,0.245,0.61,0.753246753246753,0.0707070707070707,0.176046176046176,0.542279942279942,0.278860028860029,0.178860028860029,0.388750360750361,0.128455988455988,0.20962481962482,0.0757720057720058,0.14162481962482,0.0557720057720058,"aporte_conservada",0.388750360750361,"transferencia_conservada",0.20962481962482,0.179125541125541,0.888362504869524
21,"Bosque Tropical","Regosol","15°-35°",818844.506103516,5628.35333397985,2950055.66,14.8973349349112,"Baja","Baja","Media","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_medio",0.3,0.5,0.2,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,0.293721668177697,0.507434270172258,0.198844061650045,0.219730734360834,0.0787443336355395,0.365055303717135,0.121486854034452,0.155213961922031,0.0597688123300091,"transferencia_conservada",0.365055303717135,"aporte_conservada",0.219730734360834,0.145324569356301,0.901125245081153
22,"Bosque Tropical","Regosol","6°-15°",392108.1796875,9.9602233171463,2950065.62,14.8973383111119,"Baja","Baja","Media","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio",0.25,0.6,0.15,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,0.293721668177697,0.507434270172258,0.198844061650045,0.219730734360834,0.0787443336355395,0.365055303717135,0.121486854034452,0.155213961922031,0.0597688123300091,"transferencia_conservada",0.365055303717135,"aporte_conservada",0.219730734360834,0.145324569356301,0.901125245081153
23,"Sec Bosque Tropical","Regosol","6°-15°",1317315.77856445,23892.6120757908,271964.41,12.5134301680738,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo",0.2,0.7,0.1,0.175,0.64,0.185,0.792452830188679,0.161006289308176,0.0465408805031446,0.525408805031446,0.287295597484277,0.187295597484277,0.324737106918239,0.177622641509434,0.186631446540881,0.106188679245283,0.128631446540881,0.076188679245283,"aporte_conservada",0.324737106918239,"transferencia_conservada",0.186631446540881,0.138105660377358,0.939611265505845
24,"Bosque Tropical","Regosol","6°-15°",1700988.34082031,57634.7419436574,210052.4,12.2551170630888,"Media","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo",0.2,0.7,0.1,0.175,0.64,0.185,0.792452830188679,0.161006289308176,0.0465408805031446,0.525408805031446,0.287295597484277,0.187295597484277,0.377277987421384,0.125081761006289,0.215361006289308,0.0774591194968553,0.147361006289308,0.0574591194968554,"aporte_conservada",0.377277987421384,"transferencia_conservada",0.215361006289308,0.161916981132075,0.894602776782792
25,"Sec Bosque Tropical","Regosol","15°-35°",948340.600219727,62325.8560886383,363067172.42,19.7100984258532,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_alto",0.3,0.5,0.2,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,0.102561196736174,0.202561196736174,0.694877606527652,0.079485494106981,0.0507683590208522,0.137485494106981,0.0807683590208522,0.423029011786038,0.228463281958296,"receptora_conservada",0.423029011786038,"receptora_degradada",0.228463281958296,0.194565729827743,0.853827266990514
26,"Bosque Tropical","Phaeozem","6°-15°",136033.10333252,0,366124850.77,19.7184849582504,"Baja","Baja","Alta","forestal_conservada","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_alto",0.2,0.3,0.5,0.63,0.235,0.135,0.968403074295474,0.020068317677199,0.0115286080273271,0.102156276686593,0.202156276686593,0.695687446626815,0.089466268146883,0.0404312553373185,0.157466268146883,0.0604312553373185,0.493067463706234,0.159137489325363,"receptora_conservada",0.493067463706234,"receptora_degradada",0.159137489325363,0.333929974380871,0.807856932855058
27,"Sec Bosque Tropical","Regosol","6°-15°",1264945.79626465,54009.7125658989,54009.71,10.8969376392143,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo",0.2,0.7,0.1,0.175,0.64,0.185,0.792452830188679,0.161006289308176,0.0465408805031446,0.525408805031446,0.287295597484277,0.187295597484277,0.324737106918239,0.177622641509434,0.186631446540881,0.106188679245283,0.128631446540881,0.076188679245283,"aporte_conservada",0.324737106918239,"transferencia_conservada",0.186631446540881,0.138105660377358,0.939611265505845
28,"Sec Bosque Tropical","Phaeozem","15°-35°",331417.197753906,247.136214017868,366126701.49,19.7184900131253,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_baja","esc_baja","aporte_alto",0.2,0.3,0.5,0.63,0.235,0.135,0.968403074295474,0.020068317677199,0.0115286080273271,0.102156276686593,0.202156276686593,0.695687446626815,0.0792506404782237,0.0506468830059778,0.137250640478224,0.0806468830059778,0.423498719043553,0.228706233988044,"receptora_conservada",0.423498719043553,"receptora_degradada",0.228706233988044,0.194792485055508,0.853287686945143
29,"Bosque Tropical","Regosol","6°-15°",3559896.996521,0,76554.09,11.2457658913639,"Alta","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_alta","esc_baja","aporte_bajo",0.2,0.7,0.1,0.145,0.245,0.61,0.753246753246753,0.0707070707070707,0.176046176046176,0.542279942279942,0.278860028860029,0.178860028860029,0.388750360750361,0.128455988455988,0.20962481962482,0.0757720057720058,0.14162481962482,0.0557720057720058,"aporte_conservada",0.388750360750361,"transferencia_conservada",0.20962481962482,0.179125541125541,0.888362504869524
30,"Sec Bosque Tropical","Regosol","6°-15°",1883559.7064209,343476.678894043,3132886.12,14.9574655399204,"Media","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_medio",0.2,0.7,0.1,0.175,0.64,0.185,0.282708190105075,0.691048693744354,0.0262431161505707,0.191094072708233,0.643458361978985,0.165447565312782,0.130834562170775,0.0773282218124698,0.393205849947811,0.213037508593695,0.115959587881414,0.0696342695938347,"transferencia_conservada",0.393205849947811,"transferencia_degradada",0.213037508593695,0.180168341354116,0.890661939446587
31,"Sec Bosque Tropical","Regosol","6°-15°",1090971.72497559,188261.695739746,271010848.27,19.4176694122493,"Media","Baja","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_alto",0.2,0.7,0.1,0.175,0.64,0.185,0.792452830188679,0.161006289308176,0.0465408805031446,0.112704402515723,0.212704402515723,0.674591194968553,0.0853685534591195,0.053811320754717,0.14336855345912,0.083811320754717,0.411262893081761,0.222377358490566,"receptora_conservada",0.411262893081761,"receptora_degradada",0.222377358490566,0.188885534591195,0.866920046493034
32,"Sec Bosque Tropical","Regosol","3°-6°",2261713.90405273,426688.848388672,3559574.97,15.0851519861835,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio",0.2,0.7,0.1,0.145,0.245,0.61,0.10782666441727,0.767698205046719,0.12447513053601,0.15995024313579,0.678434667116546,0.161615089747664,0.112771141018758,0.067985072940737,0.413492106927597,0.223530400134964,0.113736752053645,0.0684845269242992,"transferencia_conservada",0.413492106927597,"transferencia_degradada",0.223530400134964,0.189961706792633,0.870546265613048
33,"Sec Bosque Tropical","Regosol","3°-6°",709722.196289062,149033.658798218,6195995.19,15.6394138656059,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio",0.25,0.6,0.15,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,0.293721668177697,0.507434270172258,0.198844061650045,0.190358567543064,0.108116500453309,0.314311876699909,0.172230281051677,0.135329555757026,0.0796532184950136,"transferencia_conservada",0.314311876699909,"aporte_conservada",0.190358567543064,0.123953309156845,0.946105609084125
34,"Pastizal","Regosol","15°-35°",580161.203613281,102322.899353027,310448857.44,19.5535297386545,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_alto",0.7,0.2,0.1,0.54,0.28,0.18,0.954813359528487,0.0275049115913556,0.0176817288801572,0.103143418467584,0.203143418467584,0.693713163064833,0.0509430255402751,0.0798231827111984,0.0809430255402751,0.137823182711198,0.22811394891945,0.422353634577603,"receptora_degradada",0.422353634577603,"receptora_conservada",0.22811394891945,0.194239685658153,0.854600815359022
35,"Pastizal","Regosol","6°-15°",1016815.65100098,195648.416595459,272051804.49,19.4215030674851,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_alto",0.7,0.2,0.1,0.54,0.28,0.18,0.954813359528487,0.0275049115913556,0.0176817288801572,0.103143418467584,0.203143418467584,0.693713163064833,0.0509430255402751,0.0798231827111984,0.0809430255402751,0.137823182711198,0.22811394891945,0.422353634577603,"receptora_degradada",0.422353634577603,"receptora_conservada",0.22811394891945,0.194239685658153,0.854600815359022
36,"Pastizal","Regosol","6°-15°",707751.180541992,118217.180099487,297042771.35,19.5093867010443,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_alto",0.7,0.2,0.1,0.54,0.28,0.18,0.954813359528487,0.0275049115913556,0.0176817288801572,0.103143418467584,0.203143418467584,0.693713163064833,0.0509430255402751,0.0798231827111984,0.0809430255402751,0.137823182711198,0.22811394891945,0.422353634577603,"receptora_degradada",0.422353634577603,"receptora_conservada",0.22811394891945,0.194239685658153,0.854600815359022
37,"Sec Bosque Tropical","Regosol","1°-3°",905933.340942383,163232.627609253,163232.63,12.0029377664599,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_baja","prec_baja","esc_baja","aporte_bajo",0.3,0.5,0.2,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,0.505122393472348,0.297438803263826,0.197438803263826,0.312970988213962,0.171536718041704,0.192514505893019,0.109231640979148,0.134514505893019,0.0792316409791478,"aporte_conservada",0.312970988213962,"transferencia_conservada",0.192514505893019,0.120456482320943,0.946419676621854
38,"Sec Bosque Tropical","Regosol","3°-6°",1266319.14172363,229841.582824707,371271.88,12.8246925968296,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo",0.2,0.7,0.1,0.175,0.64,0.185,0.792452830188679,0.161006289308176,0.0465408805031446,0.525408805031446,0.287295597484277,0.187295597484277,0.324737106918239,0.177622641509434,0.186631446540881,0.106188679245283,0.128631446540881,0.076188679245283,"aporte_conservada",0.324737106918239,"transferencia_conservada",0.186631446540881,0.138105660377358,0.939611265505845
39,"Pastizal","Regosol","6°-15°",825738.07409668,140653.900512695,295651259.29,19.504691142999,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_alto",0.7,0.2,0.1,0.54,0.28,0.18,0.954813359528487,0.0275049115913556,0.0176817288801572,0.103143418467584,0.203143418467584,0.693713163064833,0.0509430255402751,0.0798231827111984,0.0809430255402751,0.137823182711198,0.22811394891945,0.422353634577603,"receptora_degradada",0.422353634577603,"receptora_conservada",0.22811394891945,0.194239685658153,0.854600815359022
40,"Sec Bosque Tropical","Regosol","3°-6°",969233.281738281,184930.229675293,19226121.53,16.7717804607281,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio",0.25,0.6,0.15,0.59,0.255,0.155,0.962828649138713,0.0231187669990934,0.014052583862194,0.293721668177697,0.507434270172258,0.198844061650045,0.190358567543064,0.108116500453309,0.314311876699909,0.172230281051677,0.135329555757026,0.0796532184950136,"transferencia_conservada",0.314311876699909,"aporte_conservada",0.190358567543064,0.123953309156845,0.946105609084125
41,"Pastizal","Regosol","6°-15°",907251.820068359,160458.200790405,19757851.61,16.7990615707956,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio",0.7,0.2,0.1,0.54,0.28,0.18,0.954813359528487,0.0275049115913556,0.0176817288801572,0.292337917485265,0.509037328094303,0.198624754420432,0.10770137524558,0.189555992141454,0.172711198428291,0.315241650294695,0.0795874263261297,0.135202357563851,"transferencia_degradada",0.315241650294695,"aporte_degradada",0.189555992141454,0.125685658153242,0.945682388037966
42,"Sec Bosque Tropical","Cambisol","3°-6°",3793296.90380859,661285.774993896,4911755.74,15.4071422239671,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_alta","esc_media","aporte_medio",0.1,0.7,0.2,0.155,0.255,0.59,0.0290534208059981,0.860356138706654,0.110590440487348,0.148828491096532,0.6941893158388,0.156982193064667,0.106320524835989,0.0646485473289597,0.422629803186504,0.22825679475164,0.111049671977507,0.0670946579194002,"transferencia_conservada",0.422629803186504,"transferencia_degradada",0.22825679475164,0.194373008434864,0.860538023241762
43,"Sec Bosque Tropical","Regosol","6°-15°",5520444.20349121,917076.077911377,314925508.49,19.5678466910151,"Alta","Media","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_alto",0.2,0.7,0.1,0.145,0.245,0.61,0.0152733928983086,0.158472368202258,0.826254238899434,0.190549042300056,0.290549042300056,0.518901915399888,0.130518444534033,0.0771647126900169,0.188518444534033,0.107164712690017,0.320963110931935,0.175670574619966,"receptora_conservada",0.320963110931935,"transferencia_conservada",0.188518444534033,0.132444666397902,0.941873940283134
44,"Sec Bosque Tropical","Regosol","6°-15°",1838648.96777344,306124.840698242,681367.14,13.4318580264384,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo",0.2,0.7,0.1,0.175,0.64,0.185,0.478781114959852,0.48716824780614,0.0340506372340086,0.555526952227416,0.272236523886292,0.172236523886292,0.342205632291901,0.186658085668225,0.177897183854049,0.101670957165888,0.119897183854049,0.0716709571658876,"aporte_conservada",0.342205632291901,"aporte_degradada",0.186658085668225,0.155547546623676,0.928165923672456
45,"Sec Bosque Tropical","Regosol","6°-15°",2287995.13415527,412701.909454346,294348143.03,19.5002737881019,"Alta","Media","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_alto",0.2,0.7,0.1,0.145,0.245,0.61,0.150334150601833,0.721794240285665,0.127871609112502,0.148876872925533,0.248876872925533,0.602246254148933,0.106348586296809,0.06466306187766,0.164348586296809,0.0946630618776601,0.369302827406381,0.20067387624468,"receptora_conservada",0.369302827406381,"receptora_degradada",0.20067387624468,0.168628951161701,0.907222901039387
46,"Pastizal","Regosol","6°-15°",1217631.94042969,237403.430526733,21883636.63,16.9012497753558,"Media","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_medio",0.6,0.25,0.15,0.2025,0.55,0.2475,0.820483961733258,0.123804164321891,0.0557118739448509,0.270287000562746,0.535903207653348,0.193809791783905,0.101086100168824,0.176766460326393,0.180770962296005,0.330823860438942,0.0781429375351716,0.132409679234665,"transferencia_degradada",0.330823860438942,"transferencia_conservada",0.180770962296005,0.150052898142938,0.937663333410568
47,"Sec Bosque Tropical","Cambisol","6°-15°",2243488.62036133,299923.868537903,5211679.61,15.4664129356101,"Alta","Baja","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_alta","esc_baja","aporte_medio",0.1,0.7,0.2,0.155,0.255,0.59,0.615139290178655,0.233223213165215,0.15163749665613,0.234689018693992,0.576972141964269,0.188338839341739,0.156119630842515,0.0904067056081975,0.354643842339276,0.193091642589281,0.129236526818209,0.0765016518025218,"transferencia_conservada",0.354643842339276,"transferencia_degradada",0.193091642589281,0.161552199749995,0.922831558728245
48,"Pastizal","Regosol","6°-15°",3750009.27685547,614805.662750244,295260124.97,19.5033673087111,"Alta","Media","Alta","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_alto",0.5,0.3,0.2,0.135,0.235,0.63,0.027027027027027,0.846846846846847,0.126126126126126,0.154954954954955,0.254954954954955,0.59009009009009,0.0664864864864865,0.109873873873874,0.0964864864864865,0.167873873873874,0.197027027027027,0.362252252252252,"receptora_degradada",0.362252252252252,"receptora_conservada",0.197027027027027,0.165225225225225,0.913048741375168
